Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	FUBP1	Far upstream element-binding protein 1	2	2	Q96AE4	Q96AE4	2	2	2	67.56	4	-1.23621	1.20E-01	25.6294	1	27.5284	0	27.2593	0	28.1349	0	28.3329	0	27.6579	0	
	CKAP4	Cytoskeleton-associated protein 4	7	7	Q07065	Q07065	7	7	7	66.022	15.1	-1.16627	2.21E-01	25.2667	1	27.4363	0	27.8522	0	28.0332	0	27.8731	0	28.1477	0	
	COG5	Conserved oligomeric Golgi complex subunit 5	3	3	Q9UP83	Q9UP83	3	3	3	92.742	4.1	-2.14806	1.40E-01	24.4705	1	24.9272	1	24.9326	1	28.0795	0	24.6063	1	28.0887	0	
	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	4	4	Q07666	Q07666	4	4	4	48.227	8.8	-2.47843	1.11E-01	24.7428	1	27.7377	0	23.9489	1	27.3626	0	28.6689	0	27.8331	0	
	DRG1	Developmentally-regulated GTP-binding protein 1	4	4	Q9Y295	Q9Y295	4	4	4	40.542	13.4	-1.27059	3.37E-01	27.7801	0	24.3528	1	27.8504	0	27.6802	0	27.8585	0	28.2564	0	
	RNF20	E3 ubiquitin-protein ligase BRE1A	6	4	Q5VTR2	Q5VTR2	6	4	4	113.66	8.3	-1.28311	2.15E-01	24.8061	1	27.6306	0	27.1016	0	27.6054	0	27.8452	0	27.937	0	
	DEK	Protein DEK	2	2	P35659	P35659	2	2	2	42.674	5.1	-1.60143	2.52E-01	24.2178	1	24.8112	1	24.368	1	28.3814	0	24.4692	1	25.3507	1	
	HTATSF1	HIV Tat-specific factor 1	2	2	O43719	O43719	2	2	2	85.852	3.3	-1.69511	1.56E-01	24.3523	1	27.6187	0	25.4724	1	27.1891	0	27.6445	0	27.6952	0	
	VARS	Valine--tRNA ligase	4	4	P26640	P26640	4	4	4	140.47	4.3	-1.74881	1.74E-01	26.8564	0	27.2559	0	23.9161	1	27.9152	0	27.815	0	27.5447	0	
	XAB2	Pre-mRNA-splicing factor SYF1	5	5	Q9HCS7	Q9HCS7	5	5	5	100.01	6.1	-1.79763	1.15E-01	24.8067	1	27.6621	0	25.1981	1	27.5772	0	27.7124	0	27.7701	0	
	CFL1	Cofilin-1	3	3	P23528;Q9Y281	P23528	3;1	3;1	3;1	18.502	18.7	-1.40104	3.76E-01	26.0318	1	28.6955	0	24.0174	1	27.149	0	27.3832	0	28.4156	0	
	NGLY1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	4	4	Q96IV0	Q96IV0	4	4	4	74.389	5.8	-2.04387	7.74E-02	24.6993	1	27.1121	0	24.5936	1	27.1939	0	27.2996	0	28.0432	0	
	TARDBP	TAR DNA-binding protein 43	2	2	Q13148	Q13148	2	2	2	44.739	5.1	-1.35613	3.13E-01	27.6697	0	23.9837	1	27.168	0	27.5304	0	28.0538	0	27.3056	0	
	ANTXR1	Anthrax toxin receptor 1	3	3	Q9H6X2	Q9H6X2	3	3	3	62.788	6.4	-1.17503	2.63E-01	24.797	1	27.8008	0	25.6444	1	27.0208	0	27.4712	0	27.2752	0	
	SRSF2;SRSF8	Serine/arginine-rich splicing factor 2;Serine/arginine-rich splicing factor 8	4	4	Q01130;Q9BRL6	Q01130;Q9BRL6	4;2	4;2	4;2	25.476	21.7	-1.09048	2.40E-01	27.0443	0	25.0524	1	27.0455	0	26.9777	0	28.3279	0	27.108	0	
	HSPBP1	Hsp70-binding protein 1	2	2	Q9NZL4	Q9NZL4	2	2	2	39.474	5.2	-1.14886	3.38E-01	23.9956	1	27.0882	0	27.2138	0	27.0918	0	27.4492	0	27.2031	0	
	GTF3C4	General transcription factor 3C polypeptide 4	4	4	Q9UKN8	Q9UKN8	4	4	4	91.981	5.5	-1.07544	2.29E-01	25.1264	1	27.4645	0	25.306	1	27.2125	0	27.0311	0	26.8797	0	
	NVL	Nuclear valosin-containing protein-like	4	4	O15381	O15381	4	4	4	95.05	6	-1.25817	2.36E-01	24.1461	1	26.5314	0	27.0673	0	27.0275	0	27.1329	0	27.3589	0	
	SH3GL1;SH3GL2	Endophilin-A2;Endophilin-A1	3	3	Q99961;Q99962	Q99961;Q99962	3;2	3;2	3;2	41.489	6.2	-1.11202	3.86E-01	27.0433	0	23.8376	1	27.4096	0	27.1802	0	26.9719	0	27.4745	0	
	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	4	4	Q9BWD1	Q9BWD1	4	4	4	41.35	10.6	-1.22224	1.59E-01	24.8881	1	27.225	0	26.108	0	27.2636	0	27.6724	0	26.9517	0	
	PFKM;PFKL	ATP-dependent 6-phosphofructokinase, muscle type;ATP-dependent 6-phosphofructokinase, liver type	2	2	P08237;P17858	P08237;P17858	2;1	2;1	2;1	85.182	2.6	-1.19582	1.37E-01	25.5653	1	27.2482	0	25.1376	1	27.1699	0	27.2217	0	27.1471	0	
	PRKCSH	Glucosidase 2 subunit beta	4	4	P14314	P14314	4	4	4	59.425	8.7	-1.29101	2.01E-01	24.3304	1	27.2143	0	25.8906	1	26.8854	0	27.3289	0	27.094	0	
	SKP1	S-phase kinase-associated protein 1	1	1	P63208	P63208	1	1	1	18.658	7.4	-1.69818	5.77E-02	23.7818	1	24.2647	1	24.5661	1	25.2866	1	27.1058	0	25.3146	1	
	AP1G1	AP-1 complex subunit gamma-1	3	3	O43747	O43747	3	3	3	91.35	3.5	-1.08401	1.33E-01	25.2383	1	27.0862	0	25.5429	1	26.9646	0	27.1681	0	26.9869	0	
	NSUN2	tRNA (cytosine(34)-C(5))-methyltransferase	4	4	Q08J23	Q08J23	4	4	4	86.47	6.1	-1.29106	2.30E-01	23.9672	1	27.02	0	25.976	0	26.8291	0	27.2918	0	26.7155	0	
	PLS1	Plastin-1	5	2	Q14651	Q14651	5	2	2	70.253	8.7	-1.27942	7.12E-02	25.3943	1	26.8266	0	25.1453	1	27.1005	0	27.028	0	27.0759	0	
	PNP	Purine nucleoside phosphorylase	2	2	P00491	P00491	2	2	2	32.118	9.7	-1.10393	4.62E-01	25.211	1	24.3154	1	27.0926	0	24.6384	1	28.3588	0	26.9337	0	
	PSPH	Phosphoserine phosphatase	2	2	P78330	P78330	2	2	2	25.007	9.8	-1.14605	2.72E-01	26.9006	0	24.379	1	27.0422	0	27.5721	0	26.7688	0	27.4191	0	
	TRIP13	Pachytene checkpoint protein 2 homolog	3	3	Q15645	Q15645	3	3	3	48.55	8.1	-1.30763	3.05E-01	26.6956	0	24.8392	1	23.2861	1	26.6618	0	26.8648	0	25.2172	1	
	BRAT1	BRCA1-associated ATM activator 1	4	4	Q6PJG6	Q6PJG6	4	4	4	88.118	5.1	-1.18767	3.63E-01	23.7206	1	24.3731	1	25.6367	1	23.7457	1	26.8677	0	26.6799	0	
	DDX17	Probable ATP-dependent RNA helicase DDX17	7	3	Q92841	Q92841	7	3	3	80.272	10.2	-1.37057	1.51E-01	24.4311	1	24.2584	1	24.7802	1	24.6986	1	27.2838	0	25.599	1	
	AP3B1	AP-3 complex subunit beta-1	3	3	O00203	O00203	3	3	3	121.32	2.9	-1.80673	7.33E-02	24.1474	1	24.5179	1	26.5369	0	26.9696	0	26.6824	0	26.9704	0	
	NAPA	Alpha-soluble NSF attachment protein	3	3	P54920	P54920	3	3	3	33.232	11.2	-1.69558	1.44E-01	23.9557	1	25.3229	1	27.0264	0	26.5598	0	27.3301	0	27.5019	0	
	NPM1	Nucleophosmin	2	2	P06748	P06748	2	2	2	32.575	9.5	-1.6739	1.64E-01	25.0359	1	23.6447	1	25.0224	1	26.6108	0	27.5301	0	24.5839	1	
	RAI14	Ankycorbin	4	4	Q9P0K7	Q9P0K7	4	4	4	110.04	4.4	-1.77784	8.51E-02	24.121	1	26.3967	0	24.1119	1	26.4635	0	26.4884	0	27.0113	0	
	MYL6;MYL6B	Myosin light polypeptide 6;Myosin light chain 6B	2	2	P60660;P14649	P60660;P14649	2;1	2;1	2;1	16.93	14.6	-1.08565	2.39E-01	24.5047	1	27.1358	0	26.3105	0	27.1186	0	26.8634	0	27.226	0	
	PGM3	Phosphoacetylglucosamine mutase	2	2	O95394	O95394	2	2	2	59.851	3.9	-1.18582	2.73E-01	25.3511	1	27.3948	0	24.2315	1	27.0213	0	26.6353	0	26.8783	0	
	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	1	1	Q00688	Q00688	1	1	1	25.177	4.9	-1.28147	2.09E-01	23.9458	1	24.845	1	24.4431	1	24.3879	1	27.1976	0	25.4928	1	
	PICALM	Phosphatidylinositol-binding clathrin assembly protein	4	4	Q13492;O60641	Q13492	4;1	4;1	4;1	70.754	8.6	-1.26145	1.34E-01	24.6649	1	26.6751	0	24.7683	1	26.4112	0	26.9315	0	26.55	0	
	DHPS	Deoxyhypusine synthase	3	3	P49366	P49366	3	3	3	40.97	9.5	-1.86475	1.08E-01	24.9384	1	24.1628	1	24.159	1	24.8062	1	26.2498	0	27.7985	0	
	TPT1	TPT1-like protein;Translationally-controlled tumor protein	2	2	Q56UQ5;P13693	Q56UQ5;P13693	2;2	2;2	2;2	15.757	14.3	-1.05363	4.69E-01	26.4922	0	24.0103	1	24.1188	1	27.5496	0	23.9824	1	26.2501	0	
	DYNLRB1;DYNLRB2	Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2	1	1	Q9NP97;Q8TF09	Q9NP97;Q8TF09	1;1	1;1	1;1	10.921	9.4	-1.22454	2.33E-01	25.0465	1	24.7993	1	24.0963	1	24.5144	1	27.3606	0	25.7408	1	
	RTN3	Reticulon-3	1	1	O95197	O95197	1	1	1	112.61	1.1	-1.26805	7.08E-02	25.2721	1	26.1954	0	25.3597	1	27.389	0	26.0291	0	27.2134	0	
	CLPTM1	Cleft lip and palate transmembrane protein 1	2	2	O96005	O96005	2	2	2	76.096	7	-1.51352	1.04E-01	23.3587	1	25.0774	1	24.389	1	26.7653	0	25.6231	1	24.9772	1	
	IPO9	Importin-9	5	5	Q96P70	Q96P70	5	5	5	115.96	7.3	-1.14093	1.26E-01	24.6995	1	26.491	0	24.7448	1	26.4908	0	26.381	0	26.4863	0	
	PEX19	Peroxisomal biogenesis factor 19	3	3	P40855	P40855	3	3	3	32.806	12.7	-1.04057	3.54E-01	24.6328	1	24.169	1	26.1063	0	24.4038	1	26.8457	0	26.7804	0	
	EPHB2;BTK;EPHA2;EPHA3;EPHB1;EPHB4;EPHA7;EPHB3;EPHA8;EPHA6;EPHA5	Ephrin type-B receptor 2;Tyrosine-protein kinase BTK;Ephrin type-A receptor 2;Ephrin type-A receptor 3;Ephrin type-B receptor 1;Ephrin type-B receptor 4;Ephrin type-A receptor 7;Ephrin type-B receptor 3;Ephrin type-A receptor 8;Ephrin type-A receptor 6;Ephrin type-A receptor 5	2	2	P29323;Q06187;P29317;P29320;P54762;P54760;Q15375;P54753;P29322;Q9UF33;P54756	P29323;Q06187;P29317;P29320;P54762;P54760;Q15375;P54753;P29322;Q9UF33;P54756	2;1;1;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1;1;1	117.49	2.1	-1.03653	4.10E-01	25.2176	1	25.3799	1	24.2723	1	25.5326	1	24.4095	1	28.0372	0	
	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	2	2	O15111	O15111	2	2	2	84.639	3.4	-1.15556	9.25E-02	24.6359	1	26.2967	1	24.8277	1	26.3833	0	26.3999	0	26.4437	0	
	EMC8	ER membrane protein complex subunit 8	1	1	O43402	O43402	1	1	1	23.773	4.3	-1.20575	1.94E-01	23.9566	1	24.7911	1	24.3258	1	25.2286	1	26.9709	0	24.4914	1	
	TELO2	Telomere length regulation protein TEL2 homolog	2	2	Q9Y4R8	Q9Y4R8	2	2	2	91.746	2	-1.84143	7.58E-02	24.3055	1	23.6878	1	24.4442	1	26.9133	0	24.531	1	26.5174	0	
	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	2	2	P20042	P20042	2	2	2	38.388	3.3	-1.14291	2.58E-01	25.1331	1	24.3104	1	24.3341	1	25.0173	1	27.381	0	24.808	1	
	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	3	3	P52306	P52306	3	3	3	66.316	4.3	-1.23958	1.79E-01	24.7702	1	24.5756	1	24.3078	1	27.2882	0	25.0642	1	25.0199	1	
	FAM63A	Protein FAM63A	2	2	Q8N5J2	Q8N5J2	2	2	2	51.777	4.7	-1.05738	1.29E-01	24.0943	1	24.8449	1	25.4667	1	26.6246	0	25.3651	1	25.5882	1	
	ARMC9	LisH domain-containing protein ARMC9	2	2	Q7Z3E5	Q7Z3E5	2	2	2	91.761	3.2	-1.05872	3.22E-01	23.2111	1	26.3147	0	24.8814	0	25.4472	0	26.3831	0	25.753	0	
	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	3	3	Q9NYU2	Q9NYU2	3	3	3	177.19	2.1	-1.02176	1.98E-01	25.2045	1	24.0514	1	24.7904	1	25.0234	1	26.8357	0	25.2524	1	
	S100A9	Protein S100-A9	2	2	P06702	P06702	2	2	2	13.242	24.6	-1.93425	1.37E-01	23.6904	1	26.4906	1	24.2237	1	27.8459	0	26.5232	0	25.8383	1	
	CSNK2B	Casein kinase II subunit beta	2	2	P67870	P67870	2	2	2	24.942	7.9	-1.00706	2.24E-01	26.0976	0	23.8514	1	25.7309	0	26.3489	0	26.0789	0	26.2734	0	
	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	2	2	Q70UQ0	Q70UQ0	2	2	2	39.309	5.1	-1.24552	1.76E-01	23.9682	1	24.6507	1	24.7772	1	26.1024	1	24.3229	1	26.7074	0	
	DHCR24	Delta(24)-sterol reductase	1	1	Q15392	Q15392	1	1	1	60.101	1.7	-1.01417	2.13E-01	23.5256	1	25.0484	1	24.3677	1	24.8569	1	26.3754	0	24.7518	1	
	DZIP3	E3 ubiquitin-protein ligase DZIP3	2	2	Q86Y13	Q86Y13	2	2	2	138.6	1.9	-1.08671	1.02E-01	24.3154	1	24.6256	1	23.7679	1	24.4377	1	25.8869	0	25.6446	0	
	ISYNA1	Inositol-3-phosphate synthase 1	2	2	Q9NPH2	Q9NPH2	2	2	2	61.067	4.5	-1.1155	9.11E-02	23.56	1	24.0092	1	24.159	1	24.3602	1	24.7808	1	25.9337	0	
	SNX18	Sorting nexin-18	1	1	Q96RF0	Q96RF0	1	1	1	68.894	1.9	-1.07889	8.12E-02	23.3647	1	23.9901	1	23.3258	0	23.9177	1	24.6537	1	25.3459	1	
	KIAA1598	Shootin-1	1	1	A0MZ66	A0MZ66	1	1	1	71.639	1.4	-1.21086	1.47E-01	23.9135	1	24.3152	1	23.6981	1	23.8904	1	25.7748	1	25.8942	0	
	ANAPC5	Anaphase-promoting complex subunit 5	2	2	Q9UJX4	Q9UJX4	2	2	2	85.076	3.6	-1.01288	1.26E-01	23.9431	1	24.5028	1	24.9076	1	25.8085	1	26.003	0	24.5808	1	
	HSPA6	Heat shock 70 kDa protein 6	10	1	P17066;P48741	P17066	10;4	1;1	1;1	71.027	16.2	2.58165	3.49E-01	25.8261	1	24.5692	1	32.0579	0	26.3327	1	24.5696	1	23.806	1	453;509
	SUMO2	Small ubiquitin-related modifier 2	4	2	P61956	P61956	4	4	2	10.871	36.8	3.52348	2.79E-01	32.6815	0	33.4267	0	33.0832	0	23.9274	1	32.2242	0	32.4693	0	11;42
	FKRP	Fukutin-related protein	1	1	Q9H9S5	Q9H9S5	1	1	1	54.567	2.2	2.96356	3.97E-01	25.951	1	22.9386	1	33.4239	0	23.9279	1	24.5729	1	24.922	1	
	SLC28A1	Sodium/nucleoside cotransporter 1	1	1	O00337	O00337	1	1	1	71.583	1.5	2.18746	3.20E-01	24.7318	1	24.6248	1	30.4384	0	24.247	1	24.2776	1	24.7079	1	
	UTS2	Urotensin-2	1	1	O95399	O95399	1	1	1	14.295	6.5	2.32929	1.79E-01	25.4207	1	29.6643	0	25.3881	1	24.8359	1	24.3504	1	24.2991	1	
	KATNAL2	Katanin p60 ATPase-containing subunit A-like 2	1	1	Q8IYT4	Q8IYT4	1	1	1	61.252	2.2	1.95473	2.44E-01	30.3349	0	28.2918	0	28.9854	0	28.6008	0	24.6475	1	28.4996	0	
	B4GALNT2	Beta-1,4 N-acetylgalactosaminyltransferase 2	1	1	Q8NHY0	Q8NHY0	1	1	1	63.257	2.7	2.3381	1.70E-01	25.8992	1	24.8739	1	29.4699	0	24.2669	1	24.2503	1	24.7115	1	
	SSC5D	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	1	1	A1L4H1	A1L4H1	1	1	1	165.74	0.6	1.25917	5.88E-01	23.8282	1	24.3507	1	30.2542	0	23.8092	1	25.0502	1	25.796	1	
	EEA1	Early endosome antigen 1	13	13	Q15075	Q15075	13	13	13	162.46	9.8	1.602	3.86E-01	28.9218	0	28.8137	0	28.4083	0	28.6652	0	28.8425	0	23.8301	1	
	FAM175B	BRISC complex subunit Abro1	4	4	Q15018	Q15018	4	4	4	46.9	12.3	1.25617	4.88E-01	23.9001	1	29.3623	0	25.3132	1	24.8879	1	25.2563	1	24.6629	1	
	NUP153	Nuclear pore complex protein Nup153	6	6	P49790	P49790	6	6	6	153.94	5	1.09043	4.40E-01	28.4178	0	28.6163	0	27.8323	0	28.2087	0	28.6784	0	24.708	1	
	STARD3NL	MLN64 N-terminal domain homolog	3	3	O95772	O95772	3	3	3	26.654	14.5	1.22853	3.92E-01	28.0191	0	27.8654	0	27.992	0	24.2193	1	27.5528	0	28.4189	0	
	SYNGR2	Synaptogyrin-2	2	2	O43760	O43760	2	2	2	24.81	8.9	1.33457	3.52E-01	28.1366	0	28.2276	0	27.7601	0	28.493	0	27.356	0	24.2717	1	
	UBTF	Nucleolar transcription factor 1	3	3	P17480	P17480	3	3	3	89.405	4.6	1.03145	5.72E-01	24.2126	1	27.6509	0	27.9039	0	27.8015	0	25.0931	1	23.7784	1	
	PSMA5	Proteasome subunit alpha type-5	3	3	P28066	P28066	3	3	3	26.411	16.6	1.06506	4.27E-01	27.9065	0	27.8174	0	27.7854	0	27.8392	0	28.1086	0	24.3662	1	
	IQGAP2	Ras GTPase-activating-like protein IQGAP2	12	10	Q13576	Q13576	12	10	10	180.58	8.4	1.11776	3.86E-01	27.777	0	27.6901	0	27.6772	0	24.3338	1	28.0865	0	27.3707	0	
	PLAA	Phospholipase A-2-activating protein	3	3	Q9Y263	Q9Y263	3	3	3	87.156	4.7	1.54443	2.54E-01	24.2968	1	27.7948	0	24.5311	1	23.5004	1	24.4025	1	24.0865	1	
	HIST2H2AB	Histone H2A type 2-B	3	1	Q8IUE6	Q8IUE6	3	1	1	13.995	34.6	1.00439	5.39E-01	28.532	0	24.0659	1	24.0659	1	24.3606	1	24.8455	1	24.4445	1	
	EIF2B1	Translation initiation factor eIF-2B subunit alpha	3	3	Q14232	Q14232	3	3	3	33.712	10.2	1.30604	2.69E-01	28.0013	0	27.8529	0	27.3694	0	24.4326	1	27.4673	0	27.4056	0	
	PTOV1	Prostate tumor-overexpressed gene 1 protein	4	4	Q86YD1	Q86YD1	4	4	4	46.868	11.5	1.35439	3.43E-01	27.5407	0	27.4993	0	27.0031	0	26.7452	0	23.5547	1	27.6801	0	
	CBX1	Chromobox protein homolog 1	3	2	P83916	P83916	3	2	2	21.418	18.9	1.29637	4.15E-01	28.2355	0	25.0927	1	27.2838	0	27.7332	0	24.3239	1	24.6658	1	
	GNPDA1;GNPDA2	Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase 2	4	4	P46926;Q8TDQ7	P46926;Q8TDQ7	4;2	4;2	4;2	32.668	15.6	1.35514	3.16E-01	24.8089	1	23.7678	1	27.4474	0	24.2788	1	23.1097	1	24.5702	1	
	EEF1B2	Elongation factor 1-beta	2	2	P24534	P24534	2	2	2	24.763	14.7	1.29262	2.22E-01	27.7445	0	25.1742	1	25.195	1	25.2288	1	24.3139	1	24.693	1	
	ANP32A;ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member B	2	2	P39687;Q92688	P39687;Q92688	2;1	2;1	2;1	28.585	6	1.83431	2.05E-01	28.4136	0	24.5454	1	25.3321	1	24.7246	1	23.7773	1	24.2862	1	
	LSR	Lipolysis-stimulated lipoprotein receptor	2	2	Q86X29	Q86X29	2	2	2	71.438	2.8	1.86723	1.72E-01	26.9388	0	27.3117	0	27.996	0	27.2958	0	23.5714	1	25.7777	0	
	PSMG2	Proteasome assembly chaperone 2	2	2	Q969U7	Q969U7	2	2	2	29.396	7.6	1.14119	4.48E-01	27.439	0	27.4314	0	26.9628	0	27.652	0	27.3108	0	23.4469	1	
	SRRM2	Serine/arginine repetitive matrix protein 2	5	5	Q9UQ35	Q9UQ35	5	5	5	299.61	2.5	1.15285	3.15E-01	27.3946	0	27.6124	0	27.7296	0	26.8774	0	24.5142	1	27.8865	0	
	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	3	3	Q712K3	Q712K3	3	3	3	27.166	14.7	1.27487	4.39E-01	27.6261	0	24.5145	1	27.6017	0	24.2858	1	27.4356	0	24.1962	1	
	PTMA	Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1	3	3	P06454	P06454	3	3	3	12.203	24.3	2.01398	6.44E-02	27.7398	0	25.3605	1	27.0814	0	25.1872	1	24.0107	1	24.9419	1	15
	ANAPC2	Anaphase-promoting complex subunit 2	1	1	Q9UJX6	Q9UJX6	1	1	1	93.827	1.8	1.60395	1.33E-01	25.1449	1	24.5758	1	26.9738	0	24.8492	1	23.6519	1	23.3815	1	
	HEATR1	HEAT repeat-containing protein 1;HEAT repeat-containing protein 1, N-terminally processed	5	5	Q9H583	Q9H583	5	5	5	242.37	2.7	1.98595	1.04E-01	27.418	0	27.654	0	24.7132	1	24.6804	1	24.7186	1	24.4284	1	
	RBM12	RNA-binding protein 12	4	4	Q9NTZ6	Q9NTZ6	4	4	4	97.394	4.5	1.27598	2.59E-01	27.3035	0	26.768	0	25.1851	1	24.9765	1	26.4875	0	23.9646	1	
	EPB41L3	Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed	4	2	Q9Y2J2	Q9Y2J2	4	2	2	120.68	4	1.04214	3.11E-01	27.3003	0	25.7814	1	26.7917	0	27.1446	0	24.7779	1	24.8244	1	
	UBE2Q1	Ubiquitin-conjugating enzyme E2 Q1	2	2	Q7Z7E8	Q7Z7E8	2	2	2	46.126	4.3	1.05995	3.43E-01	27.1119	0	26.6611	0	26.655	0	23.8039	1	26.8502	0	26.5941	0	
	ZNF330	Zinc finger protein 330	2	2	Q9Y3S2	Q9Y3S2	2	2	2	36.201	6.6	1.2007	1.85E-01	27.8164	0	25.4006	1	27.2812	0	25.3165	1	25.8329	0	25.7467	0	
	SUMO3	Small ubiquitin-related modifier 3	3	1	P55854;Q6EEV6	P55854	3;1	1;0	1;0	11.637	33	1.0251	3.26E-01	26.6225	0	27.199	0	27.0479	0	24.1412	1	26.9871	0	26.6659	0	41
	RPL13	60S ribosomal protein L13	1	1	P26373	P26373	1	1	1	24.261	5.2	1.29035	1.93E-01	24.918	1	25.5474	1	27.3222	0	24.3481	1	25.4396	1	24.1288	1	
	KDM3B	Lysine-specific demethylase 3B	4	4	Q7LBC6	Q7LBC6	4	4	4	191.58	3	1.32125	2.80E-01	27.6276	0	24.1221	1	25.0463	1	24.1115	1	24.5633	1	24.1574	1	
	ENO2	Gamma-enolase	3	2	P09104	P09104	3	2	2	47.268	9.4	2.05027	5.75E-02	27.1822	0	25.2454	0	27.4777	0	23.9203	1	24.8348	1	24.9993	1	
	SEL1L	Protein sel-1 homolog 1	2	2	Q9UBV2	Q9UBV2	2	2	2	88.754	4.7	1.18637	4.37E-01	26.8416	0	23.8422	1	26.9655	0	23.7223	1	23.8296	1	26.5383	0	
	PABPN1	Polyadenylate-binding protein 2	2	2	Q86U42	Q86U42	2	2	2	32.749	8.8	1.79733	7.00E-02	26.758	0	26.7462	0	27.0803	0	23.7778	1	26.2823	0	25.1324	1	
	RINT1	RAD50-interacting protein 1	2	2	Q6NUQ1	Q6NUQ1	2	2	2	90.631	2.7	1.05934	1.07E-01	24.9947	1	24.5327	1	26.1775	0	24.3455	1	24.2999	1	23.8815	1	
	ALDOC	Fructose-bisphosphate aldolase C	2	1	P09972	P09972	2	1	1	39.455	8.2	1.22232	1.95E-01	24.6659	1	26.0596	1	26.6057	0	24.5407	1	23.6364	1	25.4871	1	
	PTBP1	Polypyrimidine tract-binding protein 1	3	3	P26599	P26599	3	3	3	57.221	8.3	1.54635	1.78E-01	27.7826	0	24.8605	1	25.0639	1	24.2545	1	24.2403	1	24.5731	1	
	STAMBP	STAM-binding protein	1	1	O95630	O95630	1	1	1	48.076	1.9	1.00551	4.05E-01	24.2991	1	26.0143	1	27.8358	0	24.3724	1	25.1734	1	25.5869	1	
	ATF4	Cyclic AMP-dependent transcription factor ATF-4	2	2	P18848	P18848	2	2	2	38.589	5.4	1.62223	1.85E-01	25.6497	1	24.4192	1	27.7105	0	23.9688	1	23.9875	1	24.9564	1	45
	PRDX6	Peroxiredoxin-6	3	3	P30041	P30041	3	3	3	25.035	17	1.34113	8.42E-02	26.3986	0	25.3894	1	26.9464	0	24.6808	1	25.6243	1	24.4059	1	63
	PJA2	E3 ubiquitin-protein ligase Praja-2	3	3	O43164	O43164	3	3	3	78.213	7.1	1.45616	1.80E-01	27.7134	0	26.6674	0	25.8084	1	25.1248	1	26.567	0	24.1289	1	317
	RCC1	Regulator of chromosome condensation	2	2	P18754	P18754	2	2	2	44.969	7.6	1.98355	8.57E-02	27.2224	0	26.5402	0	24.3365	1	24.1784	1	23.9434	1	24.0267	1	
	TRIM26	Tripartite motif-containing protein 26	3	3	Q12899	Q12899	3	3	3	62.165	5.9	1.11176	3.25E-01	24.1242	1	27.1095	0	26.2998	1	24.3072	1	24.2909	1	25.6	1	
	MPDZ	Multiple PDZ domain protein	5	5	O75970	O75970	5	5	5	221.62	4.4	1.21482	1.09E-01	26.4645	0	26.8445	0	26.7533	0	26.1597	0	25.9362	0	24.3218	1	
	MCM5	DNA replication licensing factor MCM5	2	2	P33992	P33992	2	2	2	82.285	3.8	1.02403	1.96E-01	25.0225	1	25.4303	1	26.3136	0	23.5986	1	24.6292	1	25.4666	1	
	DNAJC5	DnaJ homolog subfamily C member 5	2	2	Q9H3Z4	Q9H3Z4	2	2	2	22.149	15.7	1.21084	2.24E-01	25.1349	1	26.982	0	26.9532	0	25.3935	1	26.0011	0	24.0429	1	
	CDK4	Cyclin-dependent kinase 4	2	1	P11802	P11802	2	1	1	33.729	6.6	1.35619	1.90E-01	24.0397	1	25.0389	1	26.8024	0	23.6707	1	24.523	1	23.6187	1	
	HIST2H2AC;HIST2H2AA3	Histone H2A type 2-C;Histone H2A type 2-A	5	1	Q16777;Q6FI13	Q16777;Q6FI13	5;5	1;1	1;1	13.988	58.1	1.81213	1.89E-01	24.7153	1	28.0582	0	24.7844	1	23.621	1	23.8569	1	24.6436	1	
