gene	foldChange	pValue	passFilter
RTF1	-0.149679	0.0483281	
TOPBP1	0.778248	0.338742	
WASF1	-0.134092	0.358391	
BAP1	-0.0910943	0.169561	
FIG4	-0.875867	0.438865	
TSC1	-0.978565	0.773603	
UBXN4	0.119102	0.312186	
PHF3	-0.0657476	0.0329022	
NDRG1	-0.320575	0.210286	
SEPT8	-0.4916	0.229155	
RQCD1	0.0843951	0.383441	
TBC1D5	0.680066	0.851488	
ZNF592	-0.815566	0.499606	
MYO18A	0.678097	0.738493	
LARP4B	0.200655	0.732038	
DHX38	0.211148	0.591026	
TTC9	0.0403074	0.0150934	
APPBP2	0.15871	0.56522	
ANKS1A	0.18075	0.217507	
PIGK	0.118366	0.171866	
AKAP1	0.337158	0.798984	
CENPI	-0.143795	0.571321	
ANP32B	0.408524	0.809336	
PVRL2	-0.193031	0.284884	
PTPRU	0.683989	0.522587	
USP6NL	-0.0995897	0.255534	
ARPC1A	-0.131425	0.221605	
HDAC2	-0.136046	0.755829	
LEPREL4	-0.712825	0.640876	
CREBBP	-0.275529	0.675801	
SYMPK	-0.132452	0.66864	
GOLGA1	0.851687	0.572	
GGH	-0.404571	0.283733	
KAT2A	-0.0138836	0.0101802	
DDX17	0.201326	0.798326	
KIFAP3	-0.195882	0.665175	
NEO1	-0.394327	0.30482	
RAD50	-0.11364	0.652248	
ARHGEF1	-0.0431487	0.0200267	
ERCC4	-0.189421	0.758462	
GLG1	0.363941	0.719907	
UPF1	-0.169426	0.416164	
HPS1	-0.169921	0.413895	
COPS5	0.183954	0.542876	
SMARCC1	-0.124327	1.04493	
SMARCD2	-0.265671	0.464271	
RAB8B	0.0428581	0.0248333	
KHSRP	-0.0376689	0.11497	
CLP1	0.540463	0.444938	
GLMN	-0.0385799	0.116444	
USP13	0.034605	0.106699	
USP7	-0.260208	0.945923	
CUL5	0.0144183	0.0485613	
ATP6V0A1	0.0363592	0.0834458	
PTP4A1	0.533063	1.00052	
PHKB	0.297264	0.935967	
HPS3	-0.109599	0.330466	
SMARCE1	0.00668335	0.0188029	
L3MBTL2	0.0483971	0.047435	
ITFG2	-0.016463	0.0067587	
WBP2	-0.519821	0.367665	
MKL1	0.312262	0.124642	
ZNF566	0.0263729	0.0126291	
CIRH1A	0.294142	1.03788	
CCDC47	0.214418	0.661612	
RNF166	0.455687	0.205185	
EXOC4	-0.202084	1.14038	
FUBP1	-0.11009	0.199866	
LRRC59	0.160082	0.500997	
CLUAP1	-0.590571	0.385515	
VTI1A	-0.636405	0.796116	
PBXIP1	0.271334	0.603983	
FKBP10	0.0540778	0.07768	
TTC28	-0.0189571	0.031902	
EXOSC8	0.495811	0.676567	
SH3KBP1	0.175795	0.0758862	
RNF25	0.421683	0.980633	
AIDA	0.815149	0.914893	
OTULIN	0.217857	0.937214	
PPWD1	0.290597	0.896772	
S100PBP	-0.3117	0.361555	
MOAP1	-0.714593	0.500816	
ATG2B	0.945414	0.91111	
EFHD2	0.118241	0.0533409	
DCPS	-0.00806236	0.0145298	
ISOC1	0.998398	0.84847	
GCC1	0.372381	1.19642	
HAUS1	-0.23697	0.1387	
FAF2	0.0597299	0.192754	
OPTN	0.450162	1.21299	
AP2M1	-0.0103315	0.0370932	
TUBGCP3	0.233603	0.347909	
KCTD12	0.365477	0.597293	
NMD3	0.396418	0.257533	
ZG16B	-0.0974534	0.056052	
RAB39B	0.288731	0.296884	
MSI2	0.150455	0.134769	
SNRNP40	0.323887	0.468936	
MUCL1	-0.718352	0.181185	
ATG4C	0.97403	0.669095	
ZBTB10	0.0262705	0.0123599	
RSPRY1	0.0652167	0.284106	
TRIM44	0.292997	0.473808	
SPDL1	-0.133319	0.436638	
ELP4	-0.046292	0.0316403	
SIRT1	0.0857697	0.827783	
SEH1L	0.0632407	0.119896	
TCEAL4	-0.709698	0.359106	
KIAA1279	-0.156164	0.859671	
FAM120B	-0.106867	0.16981	
CHFR	0.606992	0.293724	
DAZAP1	-0.289994	0.136299	
SGTB	-0.0484231	0.102915	
SAAL1	0.249444	0.799386	
RBM33	-0.246415	0.173293	
CYFIP2	-0.180668	0.839247	
TRIM11	0.0149568	0.0824175	
CDCA5	0.00134977	0.000988048	
SLC47A1	-0.823219	0.623684	
S100A16	-0.474495	0.3226	
THOC1	0.440928	0.333851	
OTUB1	0.122752	0.357319	
PERP	-0.151115	0.102953	
HMCES	0.0339406	0.0248407	
BICD1	-0.48012	0.210841	
PGM2	-0.15718	0.801425	
CERS2	0.296121	0.761626	
CFAP36	0.159067	0.419365	
OTUD5	0.129486	0.381126	
LTV1	0.25278	0.498771	
AURKB	0.455491	0.651659	
RNF185	0.0748742	0.030614	
DCUN1D1	0.422969	1.04821	
SMARCD1	-0.153851	0.468537	
C16orf58	0.445436	0.387548	
DDX27	0.285803	1.11404	
ABHD17A	-0.10527	0.0275639	
MASTL	0.0610193	0.113065	
APIP	-0.573023	0.39456	
SNF8	0.181826	0.46075	
ZC3HAV1L	0.118957	0.160964	
ERO1L	0.280069	0.909706	
LUC7L2	0.32718	0.556997	
MED30	-0.0169353	0.00730166	
NAF1	0.614875	0.992676	
INTS4	-0.341888	0.236279	
DDRGK1	0.409859	0.764189	
FUBP3	0.243995	0.357556	
RBM17	0.196	0.278375	
GMPPA	-0.858648	0.688662	
NGLY1	-0.0151018	0.0793065	
PAWR	-0.0249068	0.0053195	
THOC3	0.104883	0.309252	
ITCH	-0.305748	1.01991	
CCDC132	0.189722	0.541242	
VCPIP1	0.153702	0.662393	
RADIL	0.453876	1.04228	
SPG11	0.46454	0.819434	
TMX3	0.222096	0.267555	
CHAMP1	0.21983	0.0587285	
L3MBTL3	-0.124186	0.224595	
CCDC136	0.0808188	0.0243632	
NEURL4	0.224057	1.15069	
FEM1C	0.23508	0.258131	
RNF170	0.560982	0.258684	
USP47	-0.0825036	0.796357	
PBK	0.264144	1.18479	
DNAJC1	0.110794	0.110678	
FAM84B	0.464336	0.296776	
CNDP2	-0.0147902	0.0367495	
EHMT2	-0.02502	0.0590633	
ZFR	-0.118765	0.160877	
NSD1	0.292651	0.194698	
EP400	-0.393737	0.390137	
SNX27	0.373198	0.914589	
IFT74	-0.149225	0.414912	
UBE2E2	-0.605145	0.416517	
KLHL15	0.475119	0.339979	
FBXL18	0.436963	0.521267	
ZNF512	-0.178444	0.101065	
NDNL2	-0.220717	0.216434	
ZSWIM3	-0.181805	0.0808354	
COG8	0.674663	0.575021	
DOCK7	-0.0943031	0.239852	
TBC1D32	-0.586145	0.269952	
SCLT1	-0.509663	0.593732	
ANKRD27	0.586641	0.476329	
AGAP3	0.345532	0.651337	
SERPINB12	0.136172	0.243255	
IPO9	0.0916157	0.585346	
INPP4A	0.357658	0.194169	
RBM14	0.0640138	0.107637	
ZNF317	-0.226021	0.166609	
UHRF2	0.838654	0.985963	
NEDD4L	-0.202138	0.338691	
QKI	0.433886	1.27989	
FMNL2	-0.231778	0.616882	
PUS7	0.0659936	0.325268	
SMG1	-0.444564	0.146773	
ALS2	-0.182954	0.122507	
TMEM237	-0.310513	0.975983	
PPP1R10	-0.299734	0.184476	
SLC38A2	-0.444632	1.22919	
XPO6	-0.0553411	0.0805248	
SPAG5	-0.194419	1.27831	
SNX18	0.238842	0.265886	
PASK	0.401727	0.947885	
UIMC1	-0.0856698	0.179329	
VPS13A	0.0324148	0.069896	
MED15	-0.205832	0.580769	
ERGIC2	0.629729	0.870333	
MCCC1	0.115226	0.54847	
NUDCD1	0.637788	0.385498	
ERBB2IP	0.366285	0.967208	
TUBGCP6	0.134539	0.114102	
USP28	0.290234	0.938524	
IFT140	-0.013031	0.0460904	
WRNIP1	-0.128991	0.811016	
RANBP9	0.0678476	0.173945	
CLCC1	0.368722	0.83656	
UBL7	0.348174	0.978427	
SRPK1	-0.0582911	0.202102	
SMC6	-0.199437	0.989304	
KCTD15	-0.471242	0.760845	
CDK5RAP2	0.0458056	0.123473	
CDK5RAP2	0.309289	0.21714	
SIN3A	-0.151988	0.581991	
OSBPL9	-0.136274	0.467984	
VWA9	0.187764	0.379561	
MAP7D2	0.161043	0.141549	
SECISBP2	-0.717458	0.53853	
RSF1	0.293207	1.09386	
RBM15	0.429705	0.303663	
RUFY1	0.161954	0.653617	
SPEN	0.194839	0.566087	
PNKP	0.539931	0.389404	
UHRF1	-0.14081	0.58945	
FAM129B	0.256382	0.889947	
RMDN3	-0.460321	0.165048	
MYCBP	-0.689583	0.238932	
TBCB	-0.888729	0.212544	
PSMB7	-0.110634	0.15715	
SEC62	0.118819	0.126012	
CDC5L	0.0607224	0.399784	
PSMD1	-0.00444031	0.145758	
PFDN5	0.103882	0.0593418	
RNF2	0.0227044	0.0448939	
SORT1	-0.0389512	0.165951	
VAT1	-0.119801	0.185128	
DNAJC2	0.0524915	0.116064	
MPHOSPH9	-0.57595	0.674344	
PKP4	-0.199308	0.532356	
PIK3R4	-0.0337238	0.0679347	
S100A13	-0.479689	0.502688	
SCAF11	0.21322	0.0653733	
TSNAX	-0.202894	0.618294	
EIF3C	-0.0211856	0.123	
TTC1	-0.187621	0.461221	
DNAJC7	0.245642	0.506607	
COPS8	-0.170726	0.423543	
PKMYT1	-0.0992889	0.180474	
CHP1	-0.788565	0.512792	
KIF2C	0.216129	0.477083	
RGPD5	0.225641	0.800067	
MAP3K5	0.345728	0.307152	
ATXN2	0.232492	0.943722	
MTR	-0.0242322	0.126842	
BARD1	0.0818952	0.13371	
HNRNPAB	-0.00565783	0.00898203	
NAP1L4	-0.173758	0.801241	
CDC6	0.116568	0.0480959	
NAPG	0.039292	0.0228956	
PIP5K1A	-0.347095	0.622828	
ABCA3	-0.120895	0.669958	
SLC29A1	-0.156654	0.5361	
CPNE1	0.157264	0.888199	
CCT7	-0.354197	0.88242	
ARID3A	0.0383956	0.0941147	
SPIN2B	-0.207215	0.128221	
HAUS7	0.506513	0.290814	
SH3GL1	0.140421	0.447997	
SH3GL3	0.39576	0.379517	
VRK1	-0.0710818	0.168016	
AKAP9	0.170742	0.90986	
DPYSL5	-0.0100543	0.0120713	
NCAPG	0.028993	0.124531	
PAIP2	0.361863	0.185278	
DDX50	0.000638962	0.000332181	
ELAC2	-0.0346788	0.0852358	
CMSS1	0.690626	0.592176	
WDR77	0.256056	0.814726	
HINFP	0.083388	0.0694879	
APOL2	-0.0851447	0.0831431	
MYBBP1A	0.264193	0.496635	
FYCO1	0.09073	0.474618	
EBF3	-0.410227	0.143478	
ACBD6	0.104468	0.344398	
NUDT16L1	0.551736	0.833046	
SDF4	0.285246	0.721808	
PDCD2L	-0.536958	0.518416	
PAAF1	-0.172544	0.186557	
ADPGK	0.722321	0.423454	
GINS4	0.917957	0.34413	
PELO	0.219095	0.832014	
GINS3	-0.468363	0.414844	
FAM213A	-0.0545158	0.0319724	
CENPK	0.0490723	0.0890499	
ATG101	0.661026	0.635829	
NTPCR	0.326926	0.38964	
BTBD10	-0.596829	0.211498	
TUBGCP2	-0.213685	0.892263	
ESYT1	-0.0838979	0.404217	
FEM1A	0.125622	0.675912	
UBAC1	0.235955	0.831537	
DESI2	-0.461761	0.401263	
HAUS8	-0.219896	0.125563	
NDFIP1	-0.357021	0.996241	
COPS4	0.0125287	0.0143734	
WAC	-0.226348	0.0831324	
DIDO1	0.393255	0.533765	
MTA3	-0.648199	0.290919	
RBM42	-0.29984	0.181951	
MCMBP	-0.136927	0.0561479	
MCMBP	-0.0603244	0.271176	
AARSD1	0.320975	0.253925	
DCUN1D5	0.565146	0.464381	
URM1	-0.225275	0.24711	
ANP32E	0.0831153	0.240354	
MED10	0.480797	0.549516	
LRRC1	-0.0351906	0.0145849	
PI4K2A	-0.168074	0.72017	
FSD1	-0.0949122	0.545853	
TBCD	-0.00774002	0.018699	
NDC1	-0.731229	0.552803	
TTPAL	0.670502	0.464571	
MED18	0.342337	0.221986	
TUBB6	0.282129	0.781901	
POLR3C	0.194727	0.181086	
HNRNPUL1	-0.046758	0.0999966	
PDCD10	-0.198896	0.872572	
HTATIP2	-0.351163	0.91856	
DDX23	0.970921	0.431951	
BDH2	-0.128213	0.0518045	
TRAF4	-0.885084	0.923838	
MRI1	0.730173	0.335856	
WDR18	-0.0124505	0.00591485	
ADI1	0.566374	0.483312	
RNF126	-0.0309486	0.00651991	
NTMT1	0.459676	0.411786	
KATNB1	0.706898	0.23611	
PBDC1	-0.103895	0.528294	
PTDSS2	0.954788	0.613991	
NOC4L	-0.0954304	0.0448354	
NUPL1	0.0662352	0.438877	
DPCD	0.570754	0.217697	
GNL3	-0.113413	0.606479	
RIOK2	0.570066	0.690505	
KIAA0586	-0.115294	0.0494956	
TIPIN	-0.420894	0.448369	
KIFC1	0.237517	0.1086	
NUP85	-0.188887	1.10927	
IFT27	0.163881	0.162323	
ACAT2	-0.177443	0.439293	
REPIN1	-0.260541	0.127344	
RBM4	0.180558	0.228616	
FUNDC2	-0.182955	0.273903	
SF3B5	-0.780838	0.942846	
SLC4A1AP	0.381402	0.593832	
BRIP1	0.0551891	0.30066	
JAM3	-0.302437	0.301659	
BTBD2	0.22599	0.53428	
OSBPL11	0.113398	0.467132	
CECR2	-0.0122293	0.00427402	
RAB11FIP5	-0.0809358	0.20665	
NAA15	-0.142088	1.04136	
BCL2L13	-0.0352236	0.0731278	
SRRT	0.0826696	0.215445	
TMEM59	0.0340322	0.0792293	
AP1M1	-0.147909	0.623111	
NUSAP1	-0.517185	0.258978	
SLC26A6	-0.141445	0.114378	
OSBPL1A	-0.442277	0.268768	
FANCD2	-0.0595697	0.165521	
SCAPER	-0.743942	0.346403	
HDAC8	0.717304	0.442331	
RTFDC1	0.580157	0.245894	
CHMP4A	0.139505	0.415252	
EIF2A	-0.0358957	0.0609657	
CADM1	-0.79597	0.224211	
POLDIP3	0.254375	0.671712	
PCGF6	0.0601705	0.0990097	
NIFK	0.137105	0.580526	
HELZ2	0.472312	0.968718	
RBCK1	0.0463454	0.164545	
NLN	0.159777	0.501061	
CEP41	-0.268508	0.249852	
SETD2	-0.385242	0.163418	
NUF2	-0.0939941	0.369963	
GTPBP4	0.0460065	0.294636	
ASPSCR1	0.170307	0.0549801	
OSBPL8	0.07514	0.29577	
OSBPL6	0.375097	0.825183	
UACA	0.340198	0.820991	
WDR11	-0.287347	0.88807	
UPF3B	0.412726	0.768557	
CRNKL1	-0.032177	0.162014	
EDEM3	0.196464	1.11764	
UBXN6	-0.0309486	0.0100107	
UCK2	0.0675882	0.180669	
API5	0.0411072	0.173546	
TRIM5	0.580964	0.673833	
FTO	0.266429	0.721528	
ZDHHC5	-0.180423	0.0928621	
TANGO6	-0.242223	0.830642	
TNKS1BP1	0.0725098	0.0533886	
SEMA4C	-0.2676	0.096674	
AMBRA1	0.0541668	0.196383	
UBE2O	-0.260864	0.614686	
ZYG11B	0.0950381	0.872427	
TANC1	-0.792272	0.777686	
TTYH3	0.134066	0.488168	
MTMR12	0.920237	0.81314	
WDR33	-0.00645192	0.00837219	
WDR12	-0.0251579	0.0646794	
NDEL1	-0.0712694	0.180707	
ACTR6	-0.174257	0.127199	
NRSN2	0.0583795	0.0366001	
WDR61	0.294253	0.931362	
NIF3L1	-0.646398	0.402121	
EGLN1	0.351692	0.517804	
FAM192A	0.731194	0.446799	
MFF	-0.133858	0.446804	
NAA50	-0.261758	0.15065	
MKRN2	-0.0733509	0.391668	
SPRTN	-0.131215	0.354311	
PAIP1	0.231932	0.482437	
LSG1	0.0358098	0.0738991	
NAT10	0.305681	0.511064	
COMMD4	0.0383218	0.0284509	
KLC2	0.189232	0.54077	
ILKAP	0.23944	0.773397	
XRN2	0.14278	0.500096	
SAP130	-0.235732	0.0831557	
BRD8	-0.313929	0.205105	
INTS2	-0.00697708	0.00323348	
RACGAP1	0.0852788	0.544941	
WWP1	-0.857391	0.254899	
NT5C3A	0.558465	0.3092	
DDX47	0.0960407	0.178933	
MAGT1	0.282009	0.0753544	
RAB1B	-0.169893	0.556512	
LMAN2L	0.46034	0.176037	
CCDC8	-0.886023	0.43784	
C11orf54	-0.363975	0.553631	
ITFG3	-0.191886	0.0894757	
SIL1	0.622321	0.535045	
ANAPC1	0.0518691	0.286992	
POLR3F	-0.0642783	0.017621	
NUCKS1	-0.246431	0.0761684	
DNAJC25	-0.240625	0.16476	
TSPAN10	-0.199006	0.0916016	
EHD4	0.0215403	0.0229348	
VPS33B	-0.0206642	0.208404	
VPS11	-0.079155	0.343901	
TRIOBP	0.410555	0.633019	
SLK	0.125053	0.572318	
TSPYL2	-0.491676	0.298849	
BLZF1	-0.517787	0.139882	
PDCL3	-0.0491136	0.123771	
SLC6A15	-0.2784	1.00083	
TAOK3	-0.145152	0.154899	
RAB3GAP2	0.0606721	0.482891	
ADNP	-0.203444	0.664	
DHX36	-0.0212828	0.0647223	
ZNF106	0.0630608	0.028405	
PNN	0.103928	0.202258	
FOXP1	0.511525	0.42655	
GGNBP2	-0.457534	0.528943	
TMX1	0.190783	0.381917	
NELFA	0.13943	0.439839	
ACBD3	0.0304076	0.0502575	
CDC42EP4	-0.400508	0.507951	
CENPH	-0.0495574	0.0679637	
UNC45A	0.107191	0.483176	
MFSD1	-0.954308	0.318815	
DNAJC5	-0.315397	0.337403	
DSN1	0.435862	0.306913	
CHMP4B	-0.229284	0.0435232	
CUEDC2	0.269321	0.58661	
WNK1	0.357932	1.21875	
RNPEP	0.0118771	0.0368765	
GOLPH3	0.84653	0.658721	
DEF6	0.506699	0.198353	
EPB41L1	-0.238992	0.132904	
TRABD	0.0696144	0.407667	
SENP3	-0.439328	0.183139	
SMARCAD1	-0.197153	0.374412	
EHD1	0.107405	0.201584	
ESF1	-0.660644	0.421995	
ALG2	0.427195	0.367619	
ZNF644	-0.0512714	0.129152	
SUV39H2	0.383419	0.316909	
RABEP2	0.382981	1.10502	
TFB2M	-0.798129	0.294018	
CXorf56	0.987216	0.284865	
PCNXL3	0.430133	0.302985	
HAUS4	0.627234	0.369038	
TUT1	0.330995	0.831947	
C6orf106	-0.315795	0.180865	
DHX33	0.694431	0.344654	
YTHDC2	-0.0787983	0.319687	
AZI2	0.289866	0.218945	
RPAP3	0.181969	0.455344	
BCAS3	-0.487609	0.413417	
ANTXR1	0.301613	0.763235	
RANBP3	-0.257088	0.238337	
RPF2	-0.0846049	0.0670669	
AAMDC	-0.891208	0.222358	
WDR26	-0.0662079	0.236614	
TDRD3	0.640256	0.303452	
ATP13A3	-0.0328197	0.150348	
ZNF703	0.364834	0.299384	
NRDE2	-0.458397	1.26518	
PHAX	0.0251389	0.177136	
DNAJC18	0.118432	0.0416811	
UBE2Z	-0.0138181	0.0218154	
YY1AP1	0.19956	0.127515	
RMND5A	-0.997041	0.524324	
TTC12	0.151194	0.597695	
ZNF430	-0.419642	0.178367	
NOL11	0.0466544	0.209128	
CNNM2	0.092549	0.216193	
ECT2	-0.535655	0.355783	
ZWILCH	-0.128257	0.641491	
HN1L	-0.654868	0.926625	
WDR76	-0.371047	0.353293	
ACTR8	-0.197056	0.0716676	
MARCH7	0.0945892	0.237176	
ARMT1	-0.87269	1.08901	
PANK3	0.320473	0.303334	
CNOT10	-0.308761	0.908886	
RMI1	0.0922604	0.0620425	
EHMT1	-0.0419801	0.0469219	
VIPAS39	-0.205741	0.113172	
COG4	-0.103317	0.716904	
KANSL2	-0.464935	0.284636	
COPS7B	0.14467	0.311935	
FKRP	-0.114943	0.436676	
GPN2	-0.46854	0.360232	
POLR1B	-0.296862	0.994757	
FN3KRP	0.0589479	0.164419	
TBC1D17	0.829955	0.33558	
PPCS	0.162155	0.0922175	
WDR41	-0.191689	0.392027	
LPHN3	-0.354982	0.437759	
C17orf75	0.0832005	0.19291	
SMURF2	0.866285	0.487522	
UPF2	0.109184	0.370361	
XPO5	-0.0606861	0.291375	
CLSPN	0.0122401	0.0252937	
PLEKHA1	0.163505	0.0756406	
CACYBP	0.0796947	0.187472	
RRAGC	0.295472	0.382942	
IFT122	0.6038	0.654752	
AS3MT	0.0231272	0.0145442	
VEZT	-0.497559	0.204298	
SPC25	-0.159864	0.564198	
ETNK1	0.0320021	0.0798194	
TMEM165	0.833202	0.236046	
EML4	0.0863501	0.179142	
GLOD4	0.0141805	0.0291458	
NEK6	-0.0752335	0.180558	
ZFYVE28	-0.466031	0.527742	
EPG5	-0.424412	0.40768	
ZSWIM6	-0.0846882	0.0947345	
CHD8	0.130785	0.128756	
KIAA1551	0.366636	0.199038	
XAB2	-0.114478	0.515733	
PREB	-0.144337	0.0538128	
S100A14	-0.291841	0.117621	
ATP13A1	0.774648	0.931299	
CHMP1A	-0.0619157	0.203873	
TM9SF3	-0.758329	0.451846	
JPH1	0.0902424	0.076214	
APMAP	0.586888	0.342437	
WDR6	-0.0979398	0.690299	
ABCB6	-0.114484	0.0589697	
RAB18	-0.795233	0.772399	
SSU72	0.550515	0.324934	
EMC7	0.268719	0.439278	
UBE2T	-0.143822	0.302217	
CD320	-0.182388	0.3447	
OSGEP	-0.520779	0.207515	
DMAP1	-0.487308	0.228969	
ISYNA1	0.218538	0.583337	
BRD7	-0.167835	0.0991752	
DCP1A	-0.151749	0.394909	
MED4	-0.305545	1.03405	
RIC8A	-0.0636806	0.220645	
PLCB1	0.614764	0.501632	
TIGAR	-0.86152	0.277566	
RTN4	0.431875	1.14646	
CYLD	0.18107	0.456134	
HINT3	0.0582059	0.106666	
RPRD1B	0.0553455	0.132738	
PFDN4	-0.263271	0.147954	
NIT2	0.455273	0.31897	
INCENP	-0.165353	0.0978768	
ANLN	-0.0221958	0.0245145	
XPNPEP1	0.061786	0.109107	
GPHN	-0.00658862	0.0121433	
NPDC1	0.165841	0.0577013	
ITM2C	0.107283	0.255718	
UTP3	-0.330873	0.187632	
STARD7	0.306014	0.146852	
BIRC6	-0.0200342	0.0566548	
PDLIM7	0.484776	0.287159	
ACSS2	-0.30861	0.113173	
DIABLO	0.233852	1.06323	
DDX21	0.0725015	0.527268	
SAR1A	-0.174195	0.392058	
NANS	0.0107117	0.00208542	
EIF2B3	0.794465	0.866554	
MBNL1	-0.072827	0.0770994	
PICK1	-0.005174	0.0144662	
AAAS	0.782061	0.365515	
BAZ1A	-0.181071	0.372232	
AASDHPPT	0.226156	0.465117	
DROSHA	-0.186143	0.0944246	
UBQLN4	0.952745	0.603674	
SNX15	0.39273	0.302456	
VPS45	-0.123674	0.318247	
SERINC1	0.454704	0.511713	
ARHGAP35	0.904174	0.786512	
FAM114A2	0.151295	0.362562	
HELLS	-0.00719833	0.0203219	
TOMM22	0.0301075	0.0173005	
MBIP	-0.238944	0.271889	
LANCL2	-0.961822	1.13397	
KIF15	0.0953744	0.330097	
C1orf112	0.0839214	0.607577	
KLC4	-0.0067234	0.00949078	
C19orf12	0.502655	0.427935	
DIAPH3	-0.0810172	0.189951	
PDS5B	0.00813993	0.0258948	
SMC4	-0.0581385	0.344604	
SACM1L	0.116182	0.389437	
OLA1	0.0363324	0.0860424	
CUTC	-0.218746	0.126708	
ECHDC1	0.0139624	0.00959574	
RNF146	-0.902504	0.785759	
RBM12	0.162525	0.673508	
MDN1	-0.482221	0.961563	
ZBTB40	-0.228779	0.706082	
ZCCHC3	-0.562324	0.48128	
ZDHHC18	-0.250109	0.0921762	
TCP11L1	0.211021	0.946469	
PLCXD1	-0.289951	0.100567	
STAU2	-0.933062	0.585772	
LIN7C	0.585382	0.267698	
TXLNG	0.00971222	0.0385567	
ABCF3	0.129711	0.613902	
FAM49B	0.112881	0.322463	
DDX19A	0.15784	0.26143	
TDP1	0.401359	0.302649	
TBC1D23	-0.138107	0.47094	
TYW1	-0.186703	0.093083	
EXOC1	-0.178401	0.307604	
INTS9	0.329646	0.156179	
NDFIP2	0.0741501	0.0578439	
SEPT11	0.0343208	0.0466203	
TMEM184C	0.00313822	0.0023875	
MED17	0.017402	0.0529454	
FBXO28	-0.0820071	0.0318965	
EXD2	-0.445922	0.165432	
DNAJC11	-0.0540479	0.0679069	
INTS7	0.0225544	0.0400069	
ASUN	0.0421352	0.263632	
GNL3L	0.273298	1.1515	
DDX18	0.407324	0.540058	
KLHL11	-0.382353	0.998483	
INTS10	0.582019	0.283817	
ARMC1	0.380665	0.788325	
POLR3E	0.0576344	0.0303579	
RBM28	-0.725553	0.317679	
RBM22	0.582344	0.661149	
BSDC1	0.428875	0.747667	
TMEM51	-0.200306	0.0526966	
RNF216	-0.242737	1.08174	
ZNHIT6	-0.120883	0.19333	
CUEDC1	0.32	0.810418	
PAG1	-0.121995	0.0752032	
HIF1AN	0.32074	0.565059	
C4orf27	0.00087738	0.00220368	
GEMIN8	0.492675	0.527374	
TRNAU1AP	-0.348279	0.200176	
DDIT4	0.321857	0.113215	
ADPRHL2	0.0633272	0.0548055	
MARCH5	0.327586	0.120557	
LYAR	-0.259618	0.155717	
TMEM161A	0.187688	0.144732	
CMTM6	-0.0490405	0.114685	
WBP1L	0.816324	0.477539	
SIRT5	-0.486178	0.404529	
MIOS	0.0382125	0.147517	
SMPD4	-0.170477	0.271476	
TEX10	0.16595	0.0859802	
CNTLN	-0.103966	0.0886349	
TRMT1	-0.383643	0.114498	
FBXL12	0.864111	0.29377	
MCM9	0.376845	0.148292	
GDAP2	0.807454	0.462566	
BRE	-0.196848	0.94489	
ARL15	-0.0606798	0.0883826	
KCTD5	-0.658156	0.707361	
DNAJB12	0.214827	0.583076	
NSMCE4A	-0.11665	0.650192	
SLC39A1	0.0727329	0.0261155	
PPP4R2	-0.801382	0.436141	
AATF	-0.944206	0.989751	
DDX56	0.0701033	0.0825459	
TERF2IP	0.0515467	0.100225	
BCLAF1	-0.209249	0.575853	
UTP6	-0.19654	0.597045	
TAB2	0.341786	0.45815	
EURL	-0.681524	0.416806	
TMOD3	0.417098	0.730688	
MIS18A	-0.513035	0.44658	
NKIRAS1	0.307018	0.197142	
UGGT2	-0.957654	0.824844	
RBAK	-0.947887	0.664683	
TECR	0.539755	1.05992	
UBAP1	0.767288	0.287918	
ACTR10	-0.0393105	0.0984712	
PODXL2	-0.232252	0.117525	
C9orf78	-0.584763	0.443918	
WWOX	0.240187	0.365689	
GLTP	-0.117922	0.301803	
SPG21	-0.924419	1.21427	
DTL	-0.248236	0.497976	
SACS	0.336826	0.156126	
MAT2B	0.325919	0.349245	
EHD2	-0.156974	0.0675053	
ARHGEF12	-0.62194	0.592056	
NCKIPSD	0.331423	0.20546	
OGFR	-0.516834	0.324443	
MPP6	0.0651824	0.166219	
COMMD9	-0.314729	0.243822	
CCDC59	-0.247892	0.145469	
HACD3	0.0481656	0.212663	
EMC3	-0.271301	0.323157	
RAI14	0.143243	0.68204	
VAPA	0.74901	0.275313	
MARK1	0.114759	0.0476924	
H2AFY2	0.314727	0.365431	
TBC1D7	-0.872427	0.845807	
RNF181	0.805883	0.122624	
TMEM9	0.901244	0.783639	
CXXC1	0.354968	0.196112	
MDFIC	-0.321917	0.200794	
CAMSAP3	0.528913	0.30006	
PHRF1	0.26675	0.127656	
CALCOCO1	0.42334	0.350554	
BTBD7	-0.511937	0.883239	
KIAA1522	0.0710646	0.338314	
POGK	-0.692494	0.2999	
CCDC88C	-0.238998	0.127604	
RCC2	0.00134468	0.00281415	
KIAA1468	-0.130592	1.0397	
DIP2B	0.162205	0.345345	
CTTNBP2NL	0.322316	0.117342	
CHD7	-0.806039	0.624338	
FAM135A	-0.856617	0.565142	
ZNFX1	-0.0550435	0.0525153	
PCDH10	-0.0417328	0.0500702	
RRBP1	0.251975	0.70154	
SIPA1L2	0.127136	0.0941697	
IFT80	-0.42367	0.638079	
CPSF2	0.054465	0.576248	
KLHL9	0.124795	0.504884	
LARS	-0.38335	1.21588	
WDR35	0.0176462	0.00505108	
CGN	0.0530415	0.128044	
RBM27	0.246034	0.123608	
KLHL13	0.398748	0.80744	
ANKFY1	-0.0642662	0.337091	
WRAP73	0.521743	0.358789	
