Leading	Gene names	Protein names	Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/Control	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	HARS	Histidine--tRNA ligase, cytoplasmic	6	6	P12081;P49590	P12081	6;1	6;1	6;1	57.41	14.5	1.32688560796886	0.809196135440848	6.14822	1	11.2637	0	7.96326	1	8.04488	1	8.93791	1	7.16824	1	
	RANBP1	Ran-specific GTPase-activating protein	3	3	P43487	P43487	3	3	3	23.31	15.4	1.55259118323502	0.600509662762741	10.6873	0	8.13291	1	7.3496	1	7.77083	1	7.45636	1	9.03856	1	
	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	7	7	P10644;P31321	P10644	7;1	7;1	7;1	42.981	21.3	1.73836134553015	0.532843902041199	10.7734	0	10.4966	0	9.58865	1	10.758	0	10.4396	0	7.26781	1	
	UCHL5	Ubiquitin carboxyl-terminal hydrolase isozyme L5	6	6	Q9Y5K5	Q9Y5K5	6	6	6	37.606	17.9	1.22954709914305	0.818032955254442	6.78321	1	10.6458	0	7.46328	1	7.98367	1	7.59951	1	8.41476	1	
	MCM6	DNA replication licensing factor MCM6	13	13	Q14566	Q14566	13	13	13	92.888	17.3	0.941857104141991	0.958578314694552	7.6284	1	10.989	0	8.80168	1	11.2629	0	9.35466	1	7.06073	1	
	EEF1B2	Elongation factor 1-beta	2	2	P24534	P24534	2	2	2	24.763	12.4	1.50833093760533	0.528231140095003	8.95547	1	7.76093	1	8.56115	1	7.18194	1	6.92216	1	9.39459	0	
	PSMA3	Proteasome subunit alpha type-3	3	3	P25788	P25788	3	3	3	28.433	14.1	1.4677253222612	0.682235006588837	10.9255	0	7.44515	1	6.99923	1	7.83004	1	7.6084	1	8.27068	1	
	AP1B1	AP-1 complex subunit beta-1	9	4	Q10567	Q10567	9	9	4	104.64	11.9	0.724842272336544	0.808020724669406	11.3966	0	7.66581	1	6.81125	1	7.46404	1	8.60778	1	11.1946	0	
	DCTN1	Dynactin subunit 1	9	9	Q14203	Q14203	9	9	9	141.69	8.1	0.573844995435651	0.73582578089502	12.3347	0	6.80025	1	7.2847	1	12.2717	0	8.28561	1	8.26622	1	
	SF3B2	Splicing factor 3B subunit 2	8	8	Q13435	Q13435	8	8	8	100.23	9.5	1.21516312837162	0.878419969050983	7.72525	1	7.07273	1	10.8521	0	6.79817	1	10.7991	0	7.20938	1	
	RPL5	60S ribosomal protein L5	3	3	P46777	P46777	3	3	3	34.362	11.1	0.676410518679207	0.682305700938342	7.30601	1	8.77852	1	7.06336	1	7.4175	1	10.5816	0	6.8409	1	
	UTS2	Urotensin-2	1	1	O95399	O95399	1	1	1	14.295	6.5	1.03836502837044	0.967709267064817	9.01475	1	8.2256	1	8.56608	1	7.96777	1	10.9263	0	6.74943	1	
	UBE2G1	Ubiquitin-conjugating enzyme E2 G1;Ubiquitin-conjugating enzyme E2 G1, N-terminally processed	4	4	P62253	P62253	4	4	4	19.509	14.7	0.984609114679976	0.987686323201483	11.0532	0	8.26804	1	7.0512	1	7.82649	1	8.51102	1	10.1021	0	
	NME2;NME2P1	Nucleoside diphosphate kinase B;Putative nucleoside diphosphate kinase	4	1	P22392;O60361	P22392;O60361	4;2	4;2	1;1	17.298	30.9	0.640138506801219	0.510436826618016	6.48413	1	7.52031	1	8.33787	1	7.21082	1	7.56068	1	9.50144	0	
	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	2	2	P20042	P20042	2	2	2	38.388	5.1	1.8020437033939	0.562706588293699	11.01	0	7.71502	1	7.26973	1	7.35811	1	9.10221	1	6.98558	1	
	SMC2	Structural maintenance of chromosomes protein 2	11	11	O95347	O95347	11	11	11	135.65	11	1.4379684276536	0.761014619708162	8.75442	1	7.47072	1	11.1805	0	6.84699	1	8.12039	1	10.8662	0	
	STAT3	Signal transducer and activator of transcription 3	7	7	P40763	P40763	7	7	7	88.067	11.4	0.79089166750952	0.81313545885306	10.1961	0	7.99882	1	6.92334	1	7.2023	1	10.4153	0	8.516	1	
	CLINT1	Clathrin interactor 1	6	6	Q14677	Q14677	6	6	6	68.259	11.5	0.965541784980271	0.9578826345329	8.21899	1	10.1908	0	7.78144	1	8.24772	1	8.29217	1	9.80311	0	
	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	3	3	O43765	O43765	3	3	3	34.063	11.2	0.881890231233912	0.868675954233285	9.77864	0	7.20238	1	8.62056	1	8.39536	1	10.0728	0	7.6774	1	
	ATXN3	Ataxin-3	4	4	P54252	P54252	4	4	4	41.78	10.4	1.44516878635102	0.776633285661407	6.55461	1	10.8188	0	10.3713	0	10.6811	0	8.63271	1	6.83729	1	
	CFL1	Cofilin-1	3	3	P23528;Q9Y281	P23528	3;1	3;1	3;1	18.502	22.3	1.42329725544239	0.708893509420064	7.92075	1	7.87249	1	11.4386	0	7.6391	1	8.94539	1	9.11962	1	
	MTA2	Metastasis-associated protein MTA2	6	4	O94776	O94776	6	6	4	75.022	9	0.708598344499538	0.779806767745189	10.4307	0	6.73869	1	8.08142	1	11.4313	0	7.45393	1	7.85644	1	
	MTDH	Protein LYRIC	4	4	Q86UE4	Q86UE4	4	4	4	63.836	8.1	0.569277505838507	0.539237392520134	7.71751	1	7.11778	1	8.59708	1	10.8877	0	7.39318	1	7.58991	1	
	MAGED2	Melanoma-associated antigen D2	6	5	Q9UNF1;Q12816	Q9UNF1	6;1	5;1	5;1	64.953	9.6	1.71617538859829	0.712239408999032	6.92884	1	11.1585	0	11.6035	0	8.59062	1	11.5592	0	7.20342	1	
	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	7	7	Q04637	Q04637	7	7	7	175.49	5.1	0.607648950874162	0.165675389391958	10.0201	0	11.2616	0	10.9429	0	11.2487	0	11.264	0	11.8681	0	
	FDPS	Farnesyl pyrophosphate synthase	4	4	P14324	P14324	4	4	4	48.275	9.5	1.17124996112507	0.837379645258542	8.48363	1	7.73033	1	9.84168	1	7.75635	1	10.1267	0	7.48843	1	
	UFD1L	Ubiquitin fusion degradation protein 1 homolog	6	6	Q92890	Q92890	6	6	6	34.5	23.8	0.680107638330613	0.586244795219026	6.87879	1	8.10803	1	7.88116	1	7.36099	1	9.90168	0	7.27379	1	
	SYN1	Synapsin-1	1	1	P17600	P17600	1	1	1	74.111	1.3	0.68952367831468	0.692238899054358	9.29362	1	7.47705	1	8.93699	1	7.65841	1	8.32412	1	11.3341	0	
	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	6	6	Q15738	Q15738	6	6	6	41.9	20.9	1.1137589306422	0.866773849071897	8.43987	1	7.70312	1	8.50961	1	9.6685	0	7.62185	1	6.89594	1	
	TFRC	Transferrin receptor protein 1;Transferrin receptor protein 1, serum form	8	8	P02786	P02786	8	8	8	84.87	11.8	1.99688742112324	0.289029385803128	8.03917	1	7.75608	1	10.2469	0	8.11715	1	7.43145	1	7.50024	1	
	PRDX6	Peroxiredoxin-6	3	3	P30041	P30041	3	3	3	25.035	18.3	0.731596967408501	0.700993514581198	7.62547	1	7.97026	1	8.81713	1	7.60917	1	7.5016	1	10.6547	0	
	EIF3M	Eukaryotic translation initiation factor 3 subunit M	5	5	Q7L2H7	Q7L2H7	5	5	5	42.502	20.9	0.622259389570113	0.499635168437585	7.85337	1	8.16871	1	8.38957	1	9.07077	1	10.2583	0	7.13579	1	
	PSMD13	26S proteasome non-ATPase regulatory subunit 13	4	4	Q9UNM6	Q9UNM6	4	4	4	42.945	10.1	1.42480847206683	0.287793512661542	8.66042	0	7.73313	1	7.30585	1	7.60473	1	7.36574	1	7.19664	1	
	MARCKSL1	MARCKS-related protein	2	2	P49006	P49006	2	2	2	19.529	14.4	0.624992161036561	0.498995926130948	9.4176	0	7.79138	1	8.42672	1	7.68027	1	9.78428	0	10.2054	0	
	ZWINT	ZW10 interactor	4	4	O95229	O95229	4	4	4	31.293	15.9	0.677301924415426	0.608415122291709	7.7008	1	8.2465	1	7.70873	1	7.64114	1	7.27229	1	10.429	0	
	CA2	Carbonic anhydrase 2	3	3	P00918	P00918	3	3	3	29.246	13.1	0.661233168766002	0.348618957617922	7.67813	1	8.37293	1	8.1267	1	7.92878	1	9.67449	0	8.3648	1	
	KPNA6;KPNA5	Importin subunit alpha-7;Importin subunit alpha-6	5	5	O60684;O15131;P52294	O60684;O15131	5;3;2	5;3;2	5;3;2	60.029	12.1	0.955319885160387	0.958281049860327	7.47725	1	10.3243	0	7.61614	1	10.0119	0	7.72371	1	7.87988	1	
	SND1	Staphylococcal nuclease domain-containing protein 1	5	5	Q7KZF4	Q7KZF4	5	5	5	102	6	1.33431750394138	0.778547294784688	11.0278	0	7.97284	1	7.93165	1	8.22333	1	10.3119	0	7.14875	1	
	CTNNA2	Catenin alpha-2	5	1	P26232	P26232	5	1	1	105.31	6.2	0.759339519667534	0.715686788072849	8.09742	1	8.25616	1	9.2739	1	7.37162	1	10.6419	0	8.80553	1	
	GPI	Glucose-6-phosphate isomerase	5	5	P06744;CON__sw|Q3ZBD7_CONT|CONT_Q3ZBD7;CON__sw|Q3ZBD7_CONT|CONT_G6PI_BOVIN;Q8N196	P06744	5;2;2;1	5;2;2;1	5;2;2;1	63.146	10.9	0.962848553869519	0.968988449007527	7.92453	1	9.04759	1	8.15632	1	10.9744	0	7.32238	1	6.99551	1	
	ANAPC7	Anaphase-promoting complex subunit 7	5	5	Q9UJX3	Q9UJX3	5	5	5	66.855	11.2	1.49423908052889	0.632739577236128	8.76509	1	10.1553	0	9.33358	0	10.7051	0	7.08456	1	8.72608	0	
	UPF1	Regulator of nonsense transcripts 1	9	9	Q92900	Q92900	9	9	9	124.34	10.3	1.22224287901879	0.829482446649471	10.9906	0	8.6145	1	6.78216	1	7.98934	1	8.43703	1	9.0923	1	
	EPN1	Epsin-1	4	3	Q9Y6I3	Q9Y6I3	4	4	3	60.293	9.2	0.934587664177134	0.933774478892524	8.56487	1	8.81344	1	10.206	0	10.4631	0	10.0645	0	7.34955	1	
	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	2	2	Q07666	Q07666	2	2	2	48.227	5.4	1.96622442446219	0.544130412322192	10.3486	0	9.86932	0	6.57723	1	9.68159	0	7.34746	1	6.83982	1	
	BAK1	Bcl-2 homologous antagonist/killer	3	3	Q16611	Q16611	3	3	3	23.408	14.7	0.916273372876879	0.872621481705463	9.12784	1	7.96563	1	9.00011	1	10.014	0	7.82048	1	8.63752	1	
	PSMD3	26S proteasome non-ATPase regulatory subunit 3	6	6	O43242	O43242	6	6	6	60.977	13.1	1.36409393929619	0.730048982491415	10.1187	0	8.77328	1	7.89896	1	7.19273	1	7.75014	1	10.5042	0	440
	PSMD8	26S proteasome non-ATPase regulatory subunit 8	2	2	P48556	P48556	2	2	2	39.611	5.1	0.800219117128002	0.498402256603629	7.35805	1	8.49893	0	7.50513	1	7.66562	1	8.16222	1	8.49886	1	
	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	3	3	Q06210;O94808	Q06210	3;1	3;1	3;1	78.806	3.7	0.581202977894023	0.532598574849062	9.45962	0	7.03323	1	7.82115	1	8.52515	1	10.5922	0	7.54531	1	
	DIAPH1	Protein diaphanous homolog 1	9	9	O60610	O60610	9	9	9	141.35	6.8	0.564023039155487	0.726631130381981	7.31301	1	7.95107	1	11.9048	0	11.788	0	6.55412	1	11.3053	0	
	VAMP3;VAMP2	Vesicle-associated membrane protein 3;Vesicle-associated membrane protein 2	4	4	Q15836;P63027;P23763	Q15836;P63027	4;2;1	4;2;1	4;2;1	11.309	37	0.828300979610779	0.674717539613211	7.6573	1	8.38071	1	7.62302	1	9.1442	0	7.24972	1	8.08243	1	
	CALU	Calumenin	2	2	O43852	O43852	2	2	2	37.106	6.3	1.95626525193934	0.477046814307646	10.9758	0	7.39457	1	8.39415	1	7.04853	1	7.66471	1	9.14703	1	
	RPSA	40S ribosomal protein SA	4	4	P08865	P08865	4	4	4	32.854	16.3	0.761637807216202	0.755676644848931	7.18394	1	7.6616	1	8.11603	1	10.0965	0	6.12744	1	7.91613	1	
	VPS33A	Vacuolar protein sorting-associated protein 33A	6	6	Q96AX1	Q96AX1	6	6	6	67.61	8.2	1.64673681627779	0.522970269227196	10.7325	0	7.31959	1	8.20136	1	8.22945	1	7.83277	1	8.03241	1	
	AHCYL1;AHCYL2	Putative adenosylhomocysteinase 2;Putative adenosylhomocysteinase 3	2	2	O43865;Q96HN2	O43865;Q96HN2	2;1	2;1	2;1	58.951	3.8	0.667667629074444	0.583731325472622	7.38205	1	7.24708	1	7.79898	1	9.8302	0	6.50987	1	7.83644	1	
	HAT1	Histone acetyltransferase type B catalytic subunit	3	3	O14929	O14929	3	3	3	49.512	9.8	0.840551429971935	0.752532048153683	7.99605	1	7.51005	1	9.30138	1	9.51231	0	8.25671	1	7.79024	1	
	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit beta	2	2	P68402	P68402	2	2	2	25.569	12.2	1.17728205105944	0.622114036129278	7.62714	1	8.01474	1	8.51861	1	7.98856	1	7.13002	1	8.33552	0	
	CARS	Cysteine--tRNA ligase, cytoplasmic	5	5	P49589	P49589	5	5	5	85.472	7.8	1.28194645145872	0.806625226379472	11.1273	0	7.68775	1	8.15643	1	7.79373	1	10.3269	0	7.77591	1	
	ANKRD13A	Ankyrin repeat domain-containing protein 13A	4	4	Q8IZ07	Q8IZ07	4	4	4	67.618	8	1.01403109999878	0.9878695068162	7.78396	1	10.643	0	8.47952	1	7.82275	1	10.7198	0	8.30365	1	
	PEBP1	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	4	4	P30086	P30086	4	4	4	21.057	26.7	0.733538706784849	0.65887950702798	7.00495	1	7.14613	1	8.78615	1	9.5719	0	7.51	1	7.1965	1	
	CCNB1	G2/mitotic-specific cyclin-B1	3	3	P14635	P14635	3	3	3	48.337	9.5	0.827109933559695	0.801557163961635	7.03833	1	8.4567	1	8.45547	1	6.82645	1	8.01679	1	9.9288	0	
	NUDC	Nuclear migration protein nudC	3	3	Q9Y266	Q9Y266	3	3	3	38.242	10.6	1.58912763145544	0.522863107872269	7.88845	1	8.18729	1	10.7294	0	8.74844	1	8.38364	1	7.66831	1	
	PLD3	Phospholipase D3	3	3	Q8IV08	Q8IV08	3	3	3	54.705	6.3	0.951921624034955	0.951618113526294	7.73787	1	9.66922	0	8.48233	1	7.33702	1	10.5197	0	8.24592	1	
	MDH1	Malate dehydrogenase, cytoplasmic	3	3	P40925	P40925	3	3	3	36.426	9.3	0.764982155492863	0.719162444576283	7.14413	1	7.19995	1	8.16771	1	6.22666	1	7.9472	1	9.49743	0	
	PSMC2	26S protease regulatory subunit 7	3	3	P35998	P35998	3	3	3	48.633	7.4	0.600794287279121	0.314200592738501	7.76096	1	8.16599	1	7.73586	1	8.32122	1	9.82176	0	7.725	1	
	PSMD2	26S proteasome non-ATPase regulatory subunit 2	5	5	Q13200	Q13200	5	5	5	100.2	6.5	0.890262072707544	0.881202255321763	10.7754	0	7.54968	1	8.20253	1	9.00251	0	9.66128	0	8.36696	1	
	GNL3	Guanine nucleotide-binding protein-like 3	6	6	Q9BVP2	Q9BVP2	6	6	6	61.992	14	1.2792418127378	0.812543461669975	8.37896	1	7.77516	1	11.0875	0	10.422	0	8.67212	1	7.0817	1	
	CDC34	Ubiquitin-conjugating enzyme E2 R1	3	3	P49427	P49427	3	3	3	26.736	14.4	0.77530775465917	0.778568807138633	8.45289	1	8.75545	1	6.88339	1	7.2693	1	7.37913	1	10.5448	0	
	POLR2A	DNA-directed RNA polymerase II subunit RPB1	5	5	P24928	P24928	5	5	5	217.17	3.2	0.875917561753068	0.912040869600965	10.4101	0	7.20405	1	7.16234	1	6.8937	1	10.8512	0	7.60503	1	
	UAP1	UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase	3	3	Q16222;Q3KQV9	Q16222	3;1	3;1	3;1	58.768	8	0.672886928155098	0.629701894633626	8.25979	1	7.70052	1	6.70788	1	6.45825	1	8.01424	1	9.91039	0	
	IPO4	Importin-4	5	5	Q8TEX9	Q8TEX9	5	5	5	118.71	5.4	0.553727470090752	0.467141014962458	10.2538	0	7.6828	1	8.50119	1	10.2561	0	8.18724	1	10.5528	0	
	USP5	Ubiquitin carboxyl-terminal hydrolase 5	6	6	P45974	P45974	6	6	6	95.785	11.4	1.92407761915849	0.478964141053435	9.16395	1	8.04628	1	9.72019	0	10.244	0	6.8908	1	6.96313	1	
	CFAP36	Cilia- and flagella-associated protein 36	3	3	Q96G28	Q96G28	3	3	3	39.446	11.7	0.744881584271964	0.658900747136162	7.17692	1	8.53274	1	7.31939	1	9.66528	0	7.34777	1	7.29075	1	
	SLC38A1	Sodium-coupled neutral amino acid transporter 1	2	2	Q9H2H9	Q9H2H9	2	2	2	54.047	3.9	1.7512584356482	0.418984541597207	7.83609	1	10.501	0	7.80217	1	7.80576	1	7.83193	1	8.07643	1	
	SMC4	Structural maintenance of chromosomes protein 4	4	4	Q9NTJ3	Q9NTJ3	4	4	4	147.18	3.2	0.570040765511076	0.621034890417979	11.1958	0	8.07013	1	8.04182	1	11.2818	0	7.7454	1	10.7131	0	
	FUBP1	Far upstream element-binding protein 1	4	3	Q96AE4	Q96AE4	4	4	3	67.56	7	1.19101039092903	0.866309546031912	7.71095	1	9.93904	0	7.49336	1	10.4294	0	7.33035	1	6.62702	1	
	COPS7B	COP9 signalosome complex subunit 7b	3	3	Q9H9Q2	Q9H9Q2	3	3	3	29.622	17.4	0.676795086635371	0.478142116917005	7.70989	1	7.81736	1	7.33812	1	9.41848	0	8.16284	1	6.97369	1	
	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	13	13	Q14204	Q14204	13	13	13	532.4	3.3	0.602431035290402	0.632004251796467	10.938	0	7.52141	1	7.54606	1	11.0665	0	8.37324	1	8.75916	1	
	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	9	1	Q58FF8	Q58FF8	9	1	1	44.348	18.9	0.520857273073899	0.430597991747751	7.72954	1	7.72598	1	8.1275	1	8.41472	1	7.17965	1	10.8118	0	
	P4HB	Protein disulfide-isomerase	5	5	P07237	P07237	5	5	5	57.116	12	1.16394670388678	0.869670622817053	10.1592	0	7.63819	1	7.51353	1	9.98271	0	6.95926	1	7.71191	1	
	EIF3G	Eukaryotic translation initiation factor 3 subunit G	4	4	O75821	O75821	4	4	4	35.611	14.7	0.953144200464127	0.936407751304818	8.62005	1	8.07754	1	8.51667	1	7.58537	1	7.76983	1	10.0668	0	
	YBX1;YBX2;YBX3	Nuclease-sensitive element-binding protein 1;Y-box-binding protein 2;Y-box-binding protein 3	3	3	P67809;Q9Y2T7;P16989	P67809;Q9Y2T7;P16989	3;2;2	3;2;2	3;2;2	35.924	13.6	1.77944951187389	0.325264750056193	8.14109	1	9.97068	0	7.95363	1	8.51615	1	7.23697	1	7.818	1	
	NAPA	Alpha-soluble NSF attachment protein	4	4	P54920	P54920	4	4	4	33.232	19.3	1.0447796487271	0.875441237255328	8.53687	1	8.08601	1	7.796	1	7.51409	1	8.12763	1	8.58755	0	
	SF3B1	Splicing factor 3B subunit 1	7	7	O75533	O75533	7	7	7	145.83	5.7	1.01435531675317	0.985684415392069	10.4045	0	8.965	1	7.49467	1	10.1923	0	8.72608	1	7.88411	1	
	PSMA7	Proteasome subunit alpha type-7	5	5	O14818;Q8TAA3	O14818	5;2	5;2	5;2	27.887	25.8	0.621231116931701	0.539919483901612	7.75494	1	8.15649	1	7.05678	1	10.1562	0	6.8177	1	8.0547	1	
	TMX1	Thioredoxin-related transmembrane protein 1	1	1	Q9H3N1	Q9H3N1	1	1	1	31.791	4.3	1.1946425394179	0.81977524564706	7.00569	1	7.28227	1	7.8734	1	6.4228	1	5.82141	1	9.14741	0	
	QARS	Glutamine--tRNA ligase	6	6	P47897	P47897	6	6	6	87.798	8.3	0.996922880005541	0.997452148196051	7.83405	1	10.1616	0	6.97511	1	10.124	0	7.39074	1	7.46941	1	
	IPO7	Importin-7	8	8	O95373	O95373	8	8	8	119.52	9.2	0.814764484579795	0.809708130188045	7.11299	1	9.34018	0	7.9963	1	8.17844	1	10.2066	0	6.95102	1	
	CSTF2	Cleavage stimulation factor subunit 2	5	5	P33240;Q9H0L4	P33240	5;2	5;2	5;2	60.959	11.1	0.704358102176396	0.672290539673391	8.08763	1	7.39543	1	9.06589	1	7.35389	1	8.06995	1	10.642	0	
	HINT3	Histidine triad nucleotide-binding protein 3	2	2	Q9NQE9	Q9NQE9	2	2	2	20.361	9.3	0.855702968187998	0.831781774241989	8.65068	1	7.97805	1	7.69003	1	7.80599	1	7.01218	1	10.1751	0	
	IFT140	Intraflagellar transport protein 140 homolog	1	1	Q96RY7	Q96RY7	1	1	1	165.19	1.3	0.566366563157907	0.484504706318213	7.84036	1	9.03633	1	7.0057	1	7.7882	1	8.00183	1	10.553	0	
	CBS	Cystathionine beta-synthase	3	3	P35520	P35520	3	3	3	60.586	4.9	0.934903328949445	0.864016427945462	7.49591	1	6.1282	1	7.58124	1	7.65308	1	6.84649	0	6.99711	1	
	GLTP	Glycolipid transfer protein	1	1	Q9NZD2	Q9NZD2	1	1	1	23.85	7.2	1.15881719726952	0.743544559074016	8.66734	1	7.77774	1	8.42728	1	9.01005	0	7.12204	1	8.10231	1	
	SSSCA1	Sjoegren syndrome/scleroderma autoantigen 1	1	1	O60232	O60232	1	1	1	21.474	3.5	0.50459156680797	0.421167644647779	8.82954	1	6.94404	1	6.94347	1	8.18732	1	7.21068	1	10.2795	0	
	RPL7	60S ribosomal protein L7	3	3	P18124	P18124	3	3	3	29.225	10.5	0.972031855616403	0.975234373058171	8.36487	1	7.82395	1	9.23768	1	8.60773	1	10.4934	0	6.44819	1	
	LARP4B	La-related protein 4B	3	3	Q92615	Q92615	3	3	3	80.551	5.7	0.543954543377454	0.299021213757465	8.79704	1	7.61138	1	8.77106	1	9.7618	0	10.0213	0	8.03175	1	
	GCC2	GRIP and coiled-coil domain-containing protein 2	6	6	Q8IWJ2;Q7Z3J3;Q99666;O14715	Q8IWJ2	6;1;1;1	6;1;1;1	6;1;1;1	195.91	4.2	0.555209054083185	0.519496947452303	9.97842	0	10.0319	0	7.19944	1	10.6473	0	8.40459	1	10.7046	0	
	FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10	3	3	Q96AY3	Q96AY3	3	3	3	64.244	5	0.606846692498702	0.209095169549624	8.80474	0	7.97419	1	9.0635	0	9.807	0	8.64551	0	9.55171	0	
	DDX39A;DDX39B	ATP-dependent RNA helicase DDX39A;Spliceosome RNA helicase DDX39B	1	1	O00148;Q13838	O00148;Q13838	1;1	1;1	1;1	49.129	2.3	1.06492719331741	0.912063550441451	8.30028	1	8.99679	1	8.95108	1	7.59669	1	8.30103	1	10.0782	0	
	YWHAH	14-3-3 protein eta	8	6	Q04917	Q04917	8	6	6	28.218	28.5	0.580435635242995	0.458752031015584	8.35231	1	7.07564	1	6.72864	1	9.81202	0	7.39264	1	7.30631	1	
	UBE2J1	Ubiquitin-conjugating enzyme E2 J1	2	2	Q9Y385	Q9Y385	2	2	2	35.198	8.8	0.923660129807727	0.922030102159953	6.6753	1	9.67334	0	6.72092	1	6.90032	1	8.50688	0	8.00607	1	
	RFC5	Replication factor C subunit 5	4	4	P40937	P40937	4	4	4	38.496	15.3	0.896956546574009	0.822361746114121	7.88999	1	8.73903	1	7.3949	1	7.14515	1	8.88326	1	8.46618	0	
	PPP1CC;PPP1CB	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase PP1-beta catalytic subunit	5	2	P36873;P62140	P36873;P62140	5;3	5;3	2;0	36.983	16.1	0.792262817321589	0.666300286486411	8.25564	1	8.52324	1	6.55873	1	7.4551	1	8.11969	1	8.77066	0	
	DNAJC2	DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed	3	3	Q99543	Q99543	3	3	3	71.996	4.5	1.58781628710169	0.476872194174332	7.31376	1	8.80743	1	9.88215	0	8.08787	1	7.24844	1	8.66589	1	
	USP15	Ubiquitin carboxyl-terminal hydrolase 15	4	3	Q9Y4E8;Q13107	Q9Y4E8	4;1	4;1	3;0	112.42	4	1.24069714876515	0.777112688376822	10.4034	0	8.54002	1	8.25018	1	8.37064	1	7.64411	1	10.2454	0	
	RDX	Radixin	14	6	P35241	P35241	14	6	6	68.563	24.4	0.503481962856179	0.481873451730499	7.65328	1	8.47125	1	7.66003	1	7.17845	1	11.3406	0	8.23545	1	
	ZNF598	Zinc finger protein 598	4	4	Q86UK7	Q86UK7	4	4	4	98.636	4	1.24523238253386	0.799826519961414	8.82038	1	8.9299	1	8.29947	1	10.3927	0	6.40565	0	8.3021	1	
	AMOT	Angiomotin	8	8	Q4VCS5	Q4VCS5	8	8	8	118.08	10.1	1.28542639308227	0.726959137874149	10.0645	0	7.4096	1	7.34264	1	8.52347	1	7.26758	1	7.93892	1	
	NSF	Vesicle-fusing ATPase	3	3	P46459	P46459	3	3	3	82.593	4.2	0.949810954165296	0.898030113419765	7.4705	1	9.01737	1	8.32674	1	8.95986	0	8.11276	1	7.96484	1	
	TLE2;TLE1;TLE3;TLE4	Transducin-like enhancer protein 2;Transducin-like enhancer protein 1;Transducin-like enhancer protein 3;Transducin-like enhancer protein 4	2	2	Q04725;Q04724;Q04726;Q04727	Q04725;Q04724;Q04726;Q04727	2;2;2;2	2;2;2;2	2;2;2;2	79.84	3	0.743832144460761	0.648840574262699	7.89377	1	7.86865	1	7.7082	1	6.60961	1	8.58666	1	9.5552	0	
	CCDC50	Coiled-coil domain-containing protein 50	3	3	Q8IVM0	Q8IVM0	3	3	3	35.822	9.2	0.935536794084676	0.892458026887201	8.04402	1	7.92832	1	7.64018	1	8.70936	0	6.65754	1	8.53402	1	
	ATP6V1A	V-type proton ATPase catalytic subunit A	4	4	P38606	P38606	4	4	4	68.303	7.8	0.667212397075449	0.60943304630565	7.50606	1	9.56377	0	6.98328	1	7.55513	1	8.31494	1	9.93438	0	
	FBXO21	F-box only protein 21	3	3	O94952	O94952	3	3	3	72.269	6.2	0.714769014754514	0.6715030660863	7.38751	1	9.4034	0	7.826	1	7.35297	1	8.40531	1	10.312	0	
	STXBP3	Syntaxin-binding protein 3	2	2	O00186	O00186	2	2	2	67.764	3.2	1.38136636414494	0.597409328781352	7.37269	1	8.18158	1	8.88486	1	7.3333	1	6.70349	1	9.00405	0	
	SNRPN;SNRPB	Small nuclear ribonucleoprotein-associated protein N;Small nuclear ribonucleoprotein-associated proteins B and B	1	1	P63162;P14678	P63162;P14678	1;1	1;1	1;1	24.614	3.3	0.873479046196867	0.308032116560552	7.88094	1	7.71424	1	7.92598	1	7.89711	1	7.86585	1	8.34367	0	
	RPL4	60S ribosomal protein L4	3	3	P36578	P36578	3	3	3	47.697	7.5	1.36690501988298	0.204872657069095	8.35312	1	8.78378	0	8.17739	1	8.42733	1	7.61258	1	7.92165	1	
