Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	Imputed (0=no/1=yes)	LFQ intensity RNAi_2	Imputed (0=no/1=yes)	LFQ intensity RNAi_3	Imputed (0=no/1=yes)	LFQ intensity Control_1	Imputed (0=no/1=yes)	LFQ intensity Control_2	Imputed (0=no/1=yes)	LFQ intensity Control_3	Imputed (0=no/1=yes)	GlyGly (K) site positions
	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1;Putative 3-phosphoinositide-dependent protein kinase 2	5	5	O15530;Q6A1A2	O15530;Q6A1A2	5;4	5;4	5;4	63.151	10.4	0.143410245330517	0.000321292065114	21.2288	1	20.8772	1	21.2279	1	24.2457	0	23.5175	0	23.976	0	
	YES1;FYN	Tyrosine-protein kinase Yes;Tyrosine-protein kinase Fyn	5	5	P07947;P06241;P12931;P06239;P09769	P07947;P06241	5;4;2;1;1	5;4;2;1;1	5;4;2;1;1	60.801	9.9	0.117628536229228	0.008568799875647	21.862	1	22.1406	1	20.128	1	24.3994	0	24.2909	0	24.7033	0	
	TELO2	Telomere length regulation protein TEL2 homolog	5	5	Q9Y4R8	Q9Y4R8	5	5	5	91.746	5.5	0.123923353863392	0.000323035312734	21.6997	1	21.3823	1	21.322	1	24.7723	0	24.6504	0	24.0188	0	
	NCAPG	Condensin complex subunit 3	5	5	Q9BPX3	Q9BPX3	5	5	5	114.33	5.6	0.150624671493774	0.001178148406003	20.9383	1	21.2813	1	21.9193	1	23.7831	0	24.2969	0	24.2518	0	
	EPN2	Epsin-2	5	5	O95208	O95208	5	5	5	68.481	11.5	0.116268323243899	0.002497870965941	22.382	1	20.8732	1	21.1984	1	24.5812	0	24.5469	0	24.639	0	
	BECN1	Beclin-1	5	5	Q14457	Q14457	5	5	5	51.896	13.3	0.163793498733833	0.004467864566913	22.0964	1	20.6738	1	21.2208	1	24.0695	0	24.1684	0	23.5833	0	
	FAR1	Fatty acyl-CoA reductase 1	5	5	Q8WVX9	Q8WVX9	5	5	5	59.356	11.8	0.244417586537892	0.004873937996124	21.9156	1	22.0669	1	21.5587	1	23.4171	0	23.7089	0	24.5127	0	
	GNE	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase;UDP-N-acetylglucosamine 2-epimerase (hydrolyzing);N-acetylmannosamine kinase	5	5	Q9Y223	Q9Y223	5	5	5	79.274	7.3	0.143366514060367	0.008478909503338	22.2032	1	20.3431	1	21.2313	1	23.6427	0	24.3886	0	24.1529	0	
	COG3	Conserved oligomeric Golgi complex subunit 3	5	5	Q96JB2	Q96JB2	5	5	5	94.095	8.1	0.251153276259334	0.016786494016788	22.4758	1	20.8892	1	21.0784	1	23.4378	0	23.3868	0	23.5989	0	
	MAD1L1	Mitotic spindle assembly checkpoint protein MAD1	5	5	Q9Y6D9	Q9Y6D9	5	5	5	83.066	8.6	0.209989631515233	0.00129011967945	20.9824	1	21.7313	1	21.8166	1	23.6083	0	23.9168	0	23.7601	0	478;481
	TRIM33	E3 ubiquitin-protein ligase TRIM33	5	5	Q9UPN9	Q9UPN9	5	5	5	122.53	5.4	0.164699719143146	0.003584016496797	21.0611	1	21.5784	1	22.1471	1	23.6309	0	24.5458	0	24.4162	0	
	NEK9	Serine/threonine-protein kinase Nek9	5	5	Q8TD19	Q8TD19	5	5	5	107.17	6	0.134306403802177	0.000429803551719	21.5042	1	21.1193	1	20.7065	1	24.2842	0	23.9141	0	23.8209	0	
	INPP5B	Type II inositol 1,4,5-trisphosphate 5-phosphatase	5	5	P32019	P32019	5	5	5	112.85	5.9	0.15068941654606	0.000362142920804	21.2219	1	20.7947	1	21.2307	1	23.8868	0	23.4409	0	24.1107	0	
	LRRC40	Leucine-rich repeat-containing protein 40	5	5	Q9H9A6	Q9H9A6	5	5	5	68.249	11	0.270076496614172	0.010774819411093	21.4465	1	22.4976	1	22.0666	1	23.3863	0	24.3815	0	23.9086	0	
	CNNM3	Metal transporter CNNM3	5	5	Q8NE01	Q8NE01	5	5	5	76.118	8.6	0.232985164781062	0.000246967610611	21.6038	1	21.991	1	21.4675	1	23.8464	0	23.6573	0	23.8636	0	
	AMBRA1	Activating molecule in BECN1-regulated autophagy protein 1	5	5	Q9C0C7	Q9C0C7	5	5	5	142.51	7.1	0.140664482298978	0.002604233972384	20.7028	1	21.5403	1	21.6071	1	24.0235	0	24.6847	0	23.6309	0	
	EPHA7	Ephrin type-A receptor 7	6	5	Q15375;Q06187;P54762;P54753;P29322;Q9UF33;P29323	Q15375	6;1;1;1;1;1;1	5;0;0;0;0;0;0	5;0;0;0;0;0;0	112.1	7.2	0.329721530088471	0.032206979733807	21.387	1	22.1321	1	22.9275	1	23.6675	0	23.4142	0	24.167	0	
	SLC4A1AP	Kanadaptin	5	5	Q9BWU0	Q9BWU0	5	5	5	88.813	7	0.268199787633916	5.5134063232939E-05	21.597	1	21.5304	1	21.414	1	23.5922	0	23.3054	0	23.3397	0	
	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	5	5	Q29RF7	Q29RF7	5	5	5	150.83	5.5	0.121564172147356	0.00126665983629	21.4293	1	20.4837	1	20.2665	1	23.8455	0	23.9183	0	23.5365	0	
	MPP5	MAGUK p55 subfamily member 5	5	5	Q8N3R9	Q8N3R9	5	5	5	77.293	9.9	0.233394100559407	0.00035978247082	21.251	1	21.8786	1	21.6648	1	23.7587	0	23.6874	0	23.6458	0	
	AKAP1	A-kinase anchor protein 1, mitochondrial	5	5	Q92667	Q92667	5	5	5	97.34	8.6	0.344367285506955	0.002023205514211	21.7055	1	21.6711	1	21.3994	1	23.1123	0	23.4711	0	22.8066	0	266
	NOP56	Nucleolar protein 56	5	5	O00567	O00567	5	5	5	66.049	10.1	0.174724036958055	0.00178299448559	20.78	1	21.5077	1	20.6342	1	23.3195	0	23.2501	0	23.9028	0	
	MAP3K1	Mitogen-activated protein kinase kinase kinase 1	5	5	Q13233	Q13233	5	5	5	164.47	4	0.186540397257459	0.001345085837504	21.0639	1	21.8729	1	21.7485	1	23.7433	0	24.3147	0	23.8946	0	
	KIF5A	Kinesin heavy chain isoform 5A	10	5	Q12840	Q12840	10	6	5	117.38	11.9	0.206074800026991	0.001158804038297	20.2673	1	21.1014	1	20.9565	1	23.0056	0	22.9148	0	23.2411	0	
	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	5	5	O00443	O00443	5	5	5	190.68	3.3	0.119269742685726	0.000754605558616	20.2543	1	21.362	1	20.6497	1	23.746	0	23.958	0	23.765	0	
	NLN	Neurolysin, mitochondrial	5	5	Q9BYT8	Q9BYT8	5	5	5	80.651	8.7	0.416792146881763	0.014854225069186	22.0318	1	21.2789	1	22.2043	1	23.1999	0	23.2384	0	22.8644	0	
	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	6	5	O43432	O43432	6	5	5	176.65	3.8	0.42737665216671	0.002404362800007	22.0443	1	22.0607	1	21.6073	1	22.9944	0	23.3279	0	23.0692	0	
	ARIH1	E3 ubiquitin-protein ligase ARIH1	4	4	Q9Y4X5	Q9Y4X5	4	4	4	64.117	7.7	0.452468731109431	0.041993299558966	27.2012	0	26.7542	0	25.909	0	27.6802	0	27.6845	0	27.932	0	
	NAP1L1	Nucleosome assembly protein 1-like 1	6	4	P55209	P55209	6	4	4	45.374	19.4	0.067700485966866	0.021627683227347	22.055	1	25.198	0	22.1055	1	27.383	0	27.0041	0	26.6255	0	
	STAM2	Signal transducing adapter molecule 2	5	4	O75886	O75886	5	4	4	58.164	10.1	0.115274075462391	0.023814967874445	21.705	1	24.3251	0	21.7791	1	25.8694	0	25.378	0	25.9124	0	
	BTF3	Transcription factor BTF3	4	4	P20290	P20290	4	4	4	22.168	37.9	0.046762957969644	0.003303162960493	22.5446	1	20.1398	1	21.5038	1	25.7045	0	25.7068	0	26.0324	0	
	JOSD1	Josephin-1	4	4	Q15040	Q15040	4	4	4	23.198	23.8	0.045796463345114	5.37279165606509E-05	21.6261	1	21.2383	1	21.0196	1	26.0603	0	25.6834	0	25.4861	0	
	CYB5R3	NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	4	4	P00387	P00387	4	4	4	34.234	18.3	0.038555219722093	0.001447038212988	20.14	1	20.2384	1	21.8522	1	25.8606	0	25.0662	0	25.3945	0	
	RNF14	E3 ubiquitin-protein ligase RNF14	4	4	Q9UBS8	Q9UBS8	4	4	4	53.837	12.9	0.06268221624182	0.000100009210765	21.2454	1	20.756	1	21.2557	1	24.6872	0	25.2868	0	25.2706	0	
	VPS33A	Vacuolar protein sorting-associated protein 33A	4	4	Q96AX1	Q96AX1	4	4	4	67.61	5.5	0.045902610091238	0.000863912981629	21.3412	1	19.9294	1	20.7823	1	25.2728	0	25.5271	0	24.5889	0	
	EHD1	EH domain-containing protein 1	5	4	Q9H4M9	Q9H4M9	5	5	4	60.626	11.8	0.135576590465846	6.89064696711333E-05	21.9036	1	21.7004	1	21.4633	1	24.6573	0	24.352	0	24.7066	0	
	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	5	4	Q5VT25	Q5VT25	5	5	4	197.3	3.4	0.065663706599273	0.000319801134441	21.1701	1	21.6004	1	20.8131	1	24.9839	0	25.6131	0	24.7729	0	
	COPS6	COP9 signalosome complex subunit 6	4	4	Q7L5N1	Q7L5N1	4	4	4	36.163	15	0.115056149529061	0.00077204035188	22.284	1	21.4932	1	21.7484	1	25.2084	0	24.4699	0	25.2062	0	
	OTUD5	OTU domain-containing protein 5	4	4	Q96G74	Q96G74	4	4	4	60.625	10.7	0.137090452028298	0.004486730665507	22.2989	1	21.8817	1	20.7676	1	24.2797	0	24.904	0	24.3648	0	
	UBL7	Ubiquitin-like protein 7	4	4	Q96S82	Q96S82	4	4	4	40.51	11.6	0.093514895960329	0.001206979794968	20.9282	1	22.1098	1	20.8111	1	24.6963	0	24.6284	0	24.7804	0	
	IMPACT	Protein IMPACT	4	4	Q9P2X3	Q9P2X3	4	4	4	36.476	13.8	0.168124280654118	0.015298892746447	22.4301	1	20.4537	1	21.6051	1	23.7703	0	23.8308	0	24.605	0	
	CASP2	Caspase-2;Caspase-2 subunit p18;Caspase-2 subunit p13;Caspase-2 subunit p12	4	4	P42575	P42575	4	4	4	50.685	11.5	0.162517839968414	0.003470723369117	21.5639	1	21.2188	1	22.0425	1	23.54	0	24.6788	0	24.4703	0	
	ZC3HAV1L	Zinc finger CCCH-type antiviral protein 1-like	4	4	Q96H79	Q96H79	4	4	4	32.962	21	0.167662273182082	0.005235763244498	21.4333	1	20.9162	1	21.2343	1	23.3949	0	23.2677	0	24.6503	0	
	AIP	AH receptor-interacting protein	4	4	O00170	O00170	4	4	4	37.636	19.7	0.146268397293935	0.006567498768172	21.0595	1	22.5285	1	21.0386	1	24.4205	0	24.6082	0	23.9179	0	
	PSMA2	Proteasome subunit alpha type-2	4	4	P25787	P25787	4	4	4	25.898	28.6	0.26513517725412	0.018313864642559	22.3312	1	21.2574	1	20.9688	1	22.8944	0	23.6118	0	23.7968	0	
	KIFAP3	Kinesin-associated protein 3	4	4	Q92845	Q92845	4	4	4	91.204	5.7	0.167726203414968	1.16966097449325E-05	21.8408	1	21.9848	1	21.7358	1	24.4788	0	24.5074	0	24.3026	0	
	RPL18	60S ribosomal protein L18	4	4	Q07020	Q07020	4	4	4	21.634	25	0.17052557117158	0.000728886656822	21.7711	1	21.2426	1	22.1543	1	24.4089	0	24.229	0	24.1859	0	
	RBM14	RNA-binding protein 14	4	4	Q96PK6	Q96PK6	4	4	4	69.491	9.1	0.096917432756023	0.001324250056082	21.2953	1	21.4905	1	20.2869	1	24.3448	0	24.7502	0	24.079	0	
	NUP160	Nuclear pore complex protein Nup160	4	4	Q12769	Q12769	4	4	4	162.12	3.1	0.123486907875062	0.012863821348301	20.567	1	20.9704	1	22.8113	1	24.7494	0	24.2912	0	24.3607	0	
	FEM1B	Protein fem-1 homolog B	4	4	Q9UK73	Q9UK73	4	4	4	70.263	7.3	0.158856937389019	0.003614098626396	21.7271	1	20.7633	1	21.0611	1	24.4873	0	23.5838	0	23.443	0	
	LDB1	LIM domain-binding protein 1	4	4	Q86U70	Q86U70	4	4	4	46.532	11.2	0.20160733026145	0.004916091980758	20.8429	1	21.4901	1	22.2012	1	23.7195	0	24.065	0	23.6809	0	
	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	4	4	Q9BUJ2	Q9BUJ2	4	4	4	95.737	5.6	0.223546986029554	0.000662201255779	21.8719	1	21.347	1	21.9555	1	23.7018	0	23.8432	0	24.1135	0	
	NADSYN1	Glutamine-dependent NAD(+) synthetase	4	4	Q6IA69	Q6IA69	4	4	4	79.284	7.8	0.139109224981317	0.006574155918802	21.1221	1	20.334	1	22.1423	1	24.3611	0	23.8093	0	23.9651	0	
	TDRKH	Tudor and KH domain-containing protein	4	4	Q9Y2W6	Q9Y2W6	4	4	4	62.045	8	0.205531296974131	0.011885569612475	21.9852	1	20.5014	1	21.9188	1	23.7356	0	24.0942	0	23.4233	0	
	FMR1	Fragile X mental retardation protein 1	5	4	Q06787	Q06787	5	4	4	71.174	8.1	0.220383787304044	0.003815311486072	22.0056	1	22.1093	1	20.9852	1	23.9584	0	23.8954	0	23.7921	0	
	TRIM23	E3 ubiquitin-protein ligase TRIM23	4	4	P36406	P36406	4	4	4	64.066	6.8	0.240195328865077	0.001437209237764	21.5887	1	22.0379	1	21.8975	1	24.3481	0	23.7316	0	23.6176	0	
	CAST	Calpastatin	4	4	P20810	P20810	4	4	4	76.572	9.2	0.26614419418856	0.044404808350242	21.781	1	20.6491	1	22.3906	1	24.0566	0	23.8008	0	22.6924	0	
	DENR	Density-regulated protein	4	4	O43583	O43583	4	4	4	22.092	18.7	0.253029938535849	0.022646964535557	21.5687	1	20.9997	1	21.0761	1	23.0676	0	24.1563	0	22.3685	0	
	EXOC6B	Exocyst complex component 6B	5	4	Q9Y2D4	Q9Y2D4	5	4	4	94.2	6.4	0.204393326817996	0.020170190500784	21.3115	1	22.4923	1	20.5473	1	23.2707	0	24.0079	0	23.9442	0	
	ZFR	Zinc finger RNA-binding protein	4	4	Q96KR1	Q96KR1	4	4	4	117.01	6	0.204683966310766	0.001229221081712	21.6897	1	20.7626	1	21.0349	1	23.4785	0	23.3452	0	23.5291	0	
	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	5	4	Q01813	Q01813	5	5	4	85.595	8.2	0.24719132176017	0.003181778918438	21.8277	1	20.8866	1	21.4554	1	23.73	0	23.2163	0	23.2724	0	
	MED15	Mediator of RNA polymerase II transcription subunit 15	4	4	Q96RN5	Q96RN5	4	4	4	86.753	5.3	0.185884708588236	0.002956990981654	21.168	1	21.3551	1	20.2186	1	23.3728	0	23.0988	0	23.5527	0	
	CHAMP1	Chromosome alignment-maintaining phosphoprotein 1	4	4	Q96JM3	Q96JM3	4	4	4	89.098	6	0.29626087133592	0.041592976432649	21.7388	1	22.1226	1	20.1919	1	23.0169	0	23.0823	0	23.2192	0	
	PJA1	E3 ubiquitin-protein ligase Praja-1	5	4	Q8NG27	Q8NG27	5	4	4	71.002	9.5	0.205659554070555	0.003745156755162	21.9136	1	20.949	1	20.6809	1	23.5388	0	23.3966	0	23.453	0	
	NCAPG2	Condensin-2 complex subunit G2	4	4	Q86XI2	Q86XI2	4	4	4	130.96	3.6	0.236245703990502	0.020391538798276	20.4452	1	22.0004	1	22.2155	1	23.7062	0	23.5924	0	23.6074	0	
	PABPC4L	Polyadenylate-binding protein 4-like	7	4	P0CB38	P0CB38	7	4	4	41.853	17.3	0.335982966750692	0.000959908859448	22.1204	1	21.5562	1	21.8228	1	23.3283	0	23.3284	0	23.5634	0	107
	ATXN2	Ataxin-2	4	4	Q99700	Q99700	4	4	4	140.28	4.5	0.193666993134558	0.001416152423796	21.5683	1	20.8102	1	20.9832	1	23.2907	0	23.2963	0	23.8798	0	
	EXOSC10	Exosome component 10	4	4	Q01780	Q01780	4	4	4	100.83	5.2	0.277827247197321	0.037846001304348	21.6134	1	22.3495	1	20.3059	1	23.1366	0	23.4505	0	23.2249	0	
	TTC37	Tetratricopeptide repeat protein 37	4	4	Q6PGP7	Q6PGP7	4	4	4	175.48	2.7	0.152435412337773	1.71869969539774E-05	21.4371	1	21.3786	1	21.3376	1	23.928	0	24.2989	0	24.0677	0	
	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	4	4	Q9H4L7	Q9H4L7	4	4	4	117.4	4.2	0.335610556263295	0.004164184852016	22.1009	1	21.5794	1	21.2375	1	23.3659	0	23.2311	0	23.0463	0	
	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	4	4	Q9HD26	Q9HD26	4	4	4	50.519	8.2	0.328059635385403	0.010677510323632	20.4645	1	21.4796	1	21.4677	1	22.9694	0	22.6866	0	22.5798	0	
	SIN3A	Paired amphipathic helix protein Sin3a	4	4	Q96ST3	Q96ST3	4	4	4	145.17	3.2	0.301884795057897	0.013506101214747	21.9171	1	21.456	1	20.537	1	23.116	0	23.0566	0	22.9213	0	
	CYFIP1;CYFIP2	Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2	4	4	Q7L576;Q96F07	Q7L576;Q96F07	4;2	4;2	4;2	145.18	3.8	0.36297698993412	0.030695166961585	22.0201	1	20.6694	1	20.9979	1	23.0418	0	22.4153	0	22.6165	0	
	FLII	Protein flightless-1 homolog	4	4	Q13045	Q13045	4	4	4	144.75	3.7	0.266840582339602	0.038562927864446	19.828	1	21.8574	1	21.4445	1	22.9724	0	23.1161	0	22.7593	0	
	WNK1	Serine/threonine-protein kinase WNK1	4	4	Q9H4A3	Q9H4A3	4	4	4	250.79	1.8	0.281600148522669	0.036054543403067	21.99	1	20.3126	1	21.0076	1	22.5528	0	23.5926	0	22.6496	0	
	MDC1	Mediator of DNA damage checkpoint protein 1	4	4	Q14676	Q14676	4	4	4	226.66	2	0.254717502397551	0.022645921628312	21.0787	1	21.115	1	22.6804	1	23.3113	0	23.7153	0	23.7666	0	
	PLD3	Phospholipase D3	3	3	Q8IV08	Q8IV08	3	3	3	54.705	6.1	0.091370356850362	0.001841662308878	23.1532	0	23.2774	0	21.8201	1	26.074	0	26.2646	0	26.2685	0	
	HDAC1	Histone deacetylase 1	6	3	Q13547	Q13547	6	3	3	55.102	13.3	0.172481077386502	0.024315320591081	22.7917	1	24.6248	0	22.2622	1	25.8792	0	25.7634	0	25.6425	0	89
	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	3	3	Q16630	Q16630	3	3	3	59.209	7.4	0.104059457769563	0.003969355531463	22.4649	0	21.1864	1	20.638	1	24.623	0	24.8576	0	24.6021	0	
	ARFIP2	Arfaptin-2	3	3	P53365	P53365	3	3	3	37.855	11.4	0.26800466162637	0.043728038830271	20.9878	1	22.8274	0	20.8463	1	23.6531	0	23.1858	0	23.5217	0	
	BBS2	Bardet-Biedl syndrome 2 protein	3	3	Q9BXC9	Q9BXC9	3	3	3	79.87	4.3	0.226890797372374	0.04656933110262	22.8872	0	20.4986	1	20.8532	1	23.6127	0	23.3452	0	23.7009	0	
	SHCBP1	SHC SH2 domain-binding protein 1	3	3	Q8NEM2	Q8NEM2	3	3	3	75.69	3.7	0.28048781431926	0.049798928689061	21.2893	1	22.7504	0	20.5158	1	23.4011	0	23.2028	0	23.4536	0	
	ESYT1	Extended synaptotagmin-1	3	3	Q9BSJ8	Q9BSJ8	3	3	3	122.85	3.3	0.339784041323372	0.023360923110863	21.6424	1	22.6112	0	21.2286	1	23.6558	0	23.3585	0	23.1399	0	
	TXN	Thioredoxin	3	3	P10599	P10599	3	3	3	11.737	31.4	0.029566145834802	0.000865107346368	20.0361	1	21.7737	1	21.4473	1	25.8869	0	26.0661	0	26.5438	0	
	MED4	Mediator of RNA polymerase II transcription subunit 4	3	3	Q9NPJ6	Q9NPJ6	3	3	3	29.745	13.7	0.070541692458577	0.001642404022433	21.7688	1	20.7983	1	21.5518	1	25.5345	0	24.3789	0	25.6817	0	
	G3BP1	Ras GTPase-activating protein-binding protein 1	3	3	Q13283	Q13283	3	3	3	52.164	9.7	0.105289246330814	0.000332537019558	21.7733	1	21.7851	1	21.1568	1	24.7338	0	25.189	0	24.5351	0	
	DCK	Deoxycytidine kinase	3	3	P27707	P27707	3	3	3	30.518	10.8	0.088666319416465	7.30903430074665E-05	21.7361	1	21.5361	1	21.8295	1	25.1159	0	24.9165	0	25.5557	0	
	EIF3K	Eukaryotic translation initiation factor 3 subunit K	3	3	Q9UBQ5	Q9UBQ5	3	3	3	25.059	13.3	0.072938280542495	0.000782744455475	21.8855	1	21.6924	1	20.6519	1	25.4343	0	24.9152	0	25.2118	0	
	CASP3	Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12	3	3	P42574	P42574	3	3	3	31.608	14.8	0.100048399959296	0.000685141067496	21.629	1	20.9171	1	21.5025	1	25.1218	0	24.181	0	24.7095	0	
	PCBP1	Poly(rC)-binding protein 1	5	3	Q15365	Q15365	5	3	3	37.497	20.8	0.118604446263045	0.002106298895407	21.2093	1	22.2761	1	22.662	1	25.1176	0	25.1553	0	25.1017	0	
	PSMD10	26S proteasome non-ATPase regulatory subunit 10	3	3	O75832	O75832	3	3	3	24.428	22.1	0.087586965662973	0.003013561091529	21.4378	1	20.8108	1	22.6329	1	25.2299	0	24.9126	0	25.2785	0	
	GLOD4	Glyoxalase domain-containing protein 4	3	3	Q9HC38	Q9HC38	3	3	3	34.793	10.9	0.11537879448835	0.001253343173713	22.0904	1	21.2805	1	22.5345	1	24.9327	0	25.016	0	25.3032	0	
	TMUB2	Transmembrane and ubiquitin-like domain-containing protein 2	3	3	Q71RG4	Q71RG4	3	3	3	33.788	19.6	0.114664443662232	0.002435398308148	20.61	1	20.8851	1	21.32	1	24.882	0	23.6832	0	23.6233	0	
	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	3	3	Q9BTT0	Q9BTT0	3	3	3	30.692	10.1	0.240598574506174	0.003907689068694	22.4882	1	22.3882	1	22.1981	1	24.753	0	24.7389	0	23.7487	0	
	RBBP5	Retinoblastoma-binding protein 5	3	3	Q15291	Q15291	3	3	3	59.152	5.9	0.164760235665743	0.013560009693792	21.9415	1	22.309	1	20.3558	1	23.8819	0	24.3988	0	24.1304	0	
	CCDC124	Coiled-coil domain-containing protein 124	3	3	Q96CT7	Q96CT7	3	3	3	25.835	14.8	0.18907362075927	0.000700148237678	21.1807	1	21.888	1	21.1233	1	23.7143	0	23.7587	0	23.928	0	
	ARL2	ADP-ribosylation factor-like protein 2	3	3	P36404	P36404	3	3	3	20.878	17.4	0.133643353985196	0.005186328245092	20.2026	1	21.7588	1	21.6154	1	24.2939	0	23.7632	0	24.2303	0	
	ISYNA1	Inositol-3-phosphate synthase 1	3	3	Q9NPH2	Q9NPH2	3	3	3	61.067	5.7	0.13317821371371	0.001051453328122	21.3492	1	21.0177	1	20.5439	1	23.5784	0	24.3753	0	23.6827	0	
	CTPS1	CTP synthase 1	3	3	P17812	P17812	3	3	3	66.69	6.1	0.138732720830276	0.003723831317174	22.2225	1	21.4469	1	20.7363	1	24.038	0	24.682	0	24.2345	0	
	CARM1	Histone-arginine methyltransferase CARM1	3	3	Q86X55	Q86X55	3	3	3	65.853	9.4	0.28592922671322	0.002028616716966	22.109	1	21.747	1	22.5933	1	23.8385	0	24.0469	0	23.9828	0	
	JUN	Transcription factor AP-1	3	3	P05412	P05412	3	3	3	35.675	13	0.203564797138543	0.001404526701494	21.6182	1	22.1349	1	21.1476	1	23.9793	0	24.002	0	23.8087	0	
	SHMT1	Serine hydroxymethyltransferase, cytosolic	3	3	P34896	P34896	3	3	3	53.082	8.1	0.155325865679058	0.007472570137226	20.8516	1	21.6998	1	20.3063	1	24.1893	0	22.9835	0	23.7449	0	
	RPL8	60S ribosomal protein L8	3	3	P62917	P62917	3	3	3	28.024	13.2	0.254086212930769	0.004744713570417	21.5546	1	21.181	1	21.5455	1	22.8841	0	24.0033	0	23.3235	0	
	IQCB1	IQ calmodulin-binding motif-containing protein 1	3	3	Q15051	Q15051	3	3	3	68.928	5.2	0.152242176796804	0.001530382532177	21.209	1	20.9715	1	21.0844	1	24.1721	0	24.127	0	23.1125	0	
	EXOSC8	Exosome complex component RRP43	3	3	Q96B26	Q96B26	3	3	3	30.039	14.9	0.281633332837097	0.010260534854815	21.2027	1	22.2616	1	21.0427	1	23.5397	0	23.1338	0	23.3178	0	
	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	3	3	O43395	O43395	3	3	3	77.528	5.4	0.197824086450234	0.001613578133957	21.6046	1	21.2516	1	20.7565	1	23.7577	0	23.6947	0	23.1735	0	
	SPOP	Speckle-type POZ protein	3	3	O43791	O43791	3	3	3	42.132	10.2	0.414659772907221	0.018502056379284	22.3498	1	21.8484	1	21.4078	1	23.4994	0	23.0526	0	22.864	0	
	CBWD1;CBWD2;CBWD5;CBWD3;CBWD6	COBW domain-containing protein 1;COBW domain-containing protein 2;COBW domain-containing protein 5;COBW domain-containing protein 3;COBW domain-containing protein 6	3	3	Q9BRT8;Q8IUF1;Q5RIA9;Q5JTY5;Q4V339	Q9BRT8;Q8IUF1;Q5RIA9;Q5JTY5;Q4V339	3;3;2;2;2	3;3;2;2;2	3;3;2;2;2	44.068	9.4	0.322082013156196	0.041203110217774	22.1738	1	20.8937	1	21.343	1	23.9082	0	22.7615	0	22.6443	0	
	MOAP1	Modulator of apoptosis 1	3	3	Q96BY2	Q96BY2	3	3	3	39.512	8.5	0.225201758822138	0.004474350482263	21.7584	1	21.1522	1	20.586	1	23.6218	0	23.2168	0	23.1101	0	
	ITGB1	Integrin beta-1	3	3	P05556	P05556	3	3	3	88.414	3.8	0.277184790086142	0.016964067818418	22.0924	1	21.5194	1	20.516	1	23.2557	0	23.0546	0	23.3708	0	
	FBXO21	F-box only protein 21	3	3	O94952	O94952	3	3	3	72.269	7	0.146603352473459	0.004366465167287	21.5422	1	21.0353	1	19.9442	1	23.4723	0	23.7051	0	23.6543	0	
	RNF216	E3 ubiquitin-protein ligase RNF216	3	3	Q9NWF9	Q9NWF9	3	3	3	99.405	4.5	0.229481538432283	0.019964112109318	21.5182	1	22.6951	1	20.9095	1	24.2251	0	23.7832	0	23.4852	0	
	WDR61	WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed	3	3	Q9GZS3	Q9GZS3	3	3	3	33.58	11.8	0.359098118720876	0.014067275727875	21.5467	1	21.06	1	22.1475	1	23.3898	0	22.8981	0	22.8989	0	
	ANGEL1	Protein angel homolog 1	3	3	Q9UNK9	Q9UNK9	3	3	3	75.275	7.5	0.235449571147626	0.006889377779934	20.6858	1	21.838	1	20.7294	1	23.0826	0	23.4721	0	22.9581	0	
	STRN4	Striatin-4	3	3	Q9NRL3	Q9NRL3	3	3	3	80.595	6	0.252378339376341	0.001410912236458	21.3684	1	20.6736	1	21.0999	1	23.1483	0	23.2184	0	22.7342	0	
	NBR1	Next to BRCA1 gene 1 protein	3	3	Q14596	Q14596	3	3	3	107.41	4	0.383598770130283	0.004670248611563	21.6296	1	21.3588	1	21.8623	1	22.7711	0	23.3847	0	22.8418	0	
	SLC12A7	Solute carrier family 12 member 7	3	3	Q9Y666	Q9Y666	3	3	3	119.1	3.8	0.257842144907896	0.005702299186473	21.2438	1	20.4738	1	21.6818	1	23.1435	0	23.1934	0	22.9288	0	
